Incident Date,State,City Or County,Day,Day of week,Month,Weekend,Holiday
2018-01-01,California,Los Angeles,1,0,1,0,1
2018-01-01,Alabama,Bessemer (Concord),1,0,1,0,1
2018-01-01,North Carolina,Charlotte,1,0,1,0,1
2018-01-01,Michigan,Flint,1,0,1,0,1
2018-01-01,California,Los Angeles,1,0,1,0,1
2018-01-02,Pennsylvania,Orwigsburg,2,1,1,0,0
2018-01-04,Missouri,Kansas City,4,3,1,0,0
2018-01-04,Illinois,Maywood,4,3,1,0,0
2018-01-04,Louisiana,Baton Rouge,4,3,1,0,0
2018-01-05,California,Santa Clarita,5,4,1,0,0
2018-01-06,Alabama,Gadsden,6,5,1,1,0
2018-01-07,Florida,Marianna,7,6,1,1,0
2018-01-08,Louisiana,Shreveport,8,0,1,0,0
2018-01-08,Texas,Galveston,8,0,1,0,0
2018-01-09,North Carolina,Statesville,9,1,1,0,0
2018-01-10,Louisiana,Monroe (Richwood),10,2,1,0,0
2018-01-10,Missouri,Saint Louis,10,2,1,0,0
2018-01-11,Illinois,Rockford,11,3,1,0,0
2018-01-12,Tennessee,Nashville,12,4,1,0,0
2018-01-12,North Carolina,Durham,12,4,1,0,0
2018-01-12,Virginia,Newport News,12,4,1,0,0
2018-01-13,Texas,San Antonio,13,5,1,1,0
2018-01-14,California,Stockton,14,6,1,1,0
2018-01-14,Missouri,Saint Louis,14,6,1,1,0
2018-01-14,North Carolina,Charlotte,14,6,1,1,0
2018-01-15,Florida,Alachua,15,0,1,0,1
2018-01-15,Arizona,Phoenix,15,0,1,0,1
2018-01-17,Michigan,Grand Rapids,17,2,1,0,0
2018-01-17,Missouri,Springfield,17,2,1,0,0
2018-01-19,Arkansas,North Little Rock,19,4,1,0,0
2018-01-20,California,Compton,20,5,1,1,0
2018-01-20,Illinois,Chicago,20,5,1,1,0
2018-01-20,Ohio,Lorain,20,5,1,1,0
2018-01-20,Missouri,Kansas City,20,5,1,1,0
2018-01-20,Pennsylvania,Pittsburgh (Homewood),20,5,1,1,0
2018-01-20,Florida,Webster,20,5,1,1,0
2018-01-21,Florida,Orlando,21,6,1,1,0
2018-01-23,Colorado,Colorado Springs,23,1,1,0,0
2018-01-24,Arkansas,Warren,24,2,1,0,0
2018-01-24,Texas,Fort Worth,24,2,1,0,0
2018-01-24,Georgia,Atlanta,24,2,1,0,0
2018-01-25,Missouri,Grain Valley,25,3,1,0,0
2018-01-25,Wisconsin,Livingston,25,3,1,0,0
2018-01-25,Georgia,Byromville,25,3,1,0,0
2018-01-25,Utah,Vernal,25,3,1,0,0
2018-01-26,Florida,Marianna,26,4,1,0,0
2018-01-27,Texas,Texas City,27,5,1,1,0
2018-01-28,New Jersey,Jersey City,28,6,1,1,0
2018-01-28,Texas,Houston,28,6,1,1,0
2018-01-28,Tennessee,Madison,28,6,1,1,0
2018-01-29,California,Los Angeles,29,0,1,0,0
2018-01-29,Indiana,South Bend,29,0,1,0,0
2018-01-29,Nevada,Carson City,29,0,1,0,0
2018-01-29,Missouri,Poplar Bluff,29,0,1,0,0
2018-01-31,Illinois,Chicago,31,2,1,0,0
2018-02-01,South Carolina,Sumter,1,3,2,0,0
2018-02-02,Missouri,Saint Louis,2,4,2,0,0
2018-02-03,South Carolina,Dillon,3,5,2,1,0
2018-02-05,Kansas,Girard,5,0,2,0,0
2018-02-05,Texas,Mabank,5,0,2,0,0
2018-02-06,Indiana,Fort Wayne,6,1,2,0,0
2018-02-08,Alabama,Talladega,8,3,2,0,0
2018-02-08,Florida,Jacksonville,8,3,2,0,0
2018-02-10,Georgia,Atlanta,10,5,2,1,0
2018-02-10,Missouri,Barnhart,10,5,2,1,0
2018-02-11,Ohio,Cleveland,11,6,2,1,0
2018-02-12,Alabama,Birmingham,12,0,2,0,0
2018-02-13,Missouri,Kansas City (Raytown),13,1,2,0,0
2018-02-14,Georgia,Savannah,14,2,2,0,0
2018-02-16,Ohio,Akron,16,4,2,0,0
2018-02-18,Missouri,Saint Louis,18,6,2,1,0
2018-02-18,California,Madera,18,6,2,1,0
2018-02-18,Florida,Jacksonville,18,6,2,1,0
2018-02-18,Texas,San Antonio,18,6,2,1,0
2018-02-19,South Carolina,North Charleston,19,0,2,0,1
2018-02-19,Tennessee,Brownsville,19,0,2,0,1
2018-02-20,Michigan,Bay City,20,1,2,0,0
2018-02-20,Alabama,Moulton,20,1,2,0,0
2018-02-21,New Jersey,Asbury Park,21,2,2,0,0
2018-02-21,Kentucky,Hulen,21,2,2,0,0
2018-02-22,Tennessee,Jackson,22,3,2,0,0
2018-02-23,Ohio,Akron,23,4,2,0,0
2018-02-24,West Virginia,Charleston,24,5,2,1,0
2018-02-24,Ohio,Cincinnati,24,5,2,1,0
2018-02-25,Illinois,Chicago,25,6,2,1,0
2018-02-25,California,Sylmar,25,6,2,1,0
2018-02-26,New York,Brooklyn,26,0,2,0,0
2018-02-26,Georgia,Lagrange,26,0,2,0,0
2018-02-27,Florida,Gainesville,27,1,2,0,0
2018-02-28,Louisiana,Winnsboro,28,2,2,0,0
2018-02-28,Tennessee,Memphis,28,2,2,0,0
2018-03-01,North Carolina,Laurinburg,1,3,3,0,0
2018-03-01,Texas,Houston,1,3,3,0,0
2018-03-02,North Carolina,Greensboro,2,4,3,0,0
2018-03-02,Colorado,Arboles,2,4,3,0,0
2018-03-03,Ohio,Hayesville,3,5,3,1,0
2018-03-03,Missouri,Saint Louis,3,5,3,1,0
2018-03-04,Georgia,Cartersville,4,6,3,1,0
2018-03-04,Louisiana,Shreveport,4,6,3,1,0
2018-03-04,Louisiana,Rayne,4,6,3,1,0
2018-03-07,Alabama,Huntsville,7,2,3,0,0
2018-03-07,Georgia,Decatur,7,2,3,0,0
2018-03-07,Georgia,Lithonia,7,2,3,0,0
2018-03-07,Tennessee,Memphis,7,2,3,0,0
2018-03-08,Kansas,Lawrence,8,3,3,0,0
2018-03-08,Missouri,Columbia,8,3,3,0,0
2018-03-08,Alabama,Selma,8,3,3,0,0
2018-03-09,North Carolina,Fayetteville,9,4,3,0,0
2018-03-10,Alabama,Ozark,10,5,3,1,0
2018-03-10,Wisconsin,Milwaukee,10,5,3,1,0
2018-03-10,Texas,Amarillo,10,5,3,1,0
2018-03-10,Illinois,Chicago,10,5,3,1,0
2018-03-10,California,Fresno,10,5,3,1,0
2018-03-10,Florida,Ocala,10,5,3,1,0
2018-03-12,Alabama,Mobile,12,0,3,0,0
2018-03-12,Louisiana,Lake Providence,12,0,3,0,0
2018-03-12,Missouri,Cape Girardeau,12,0,3,0,0
2018-03-12,Ohio,Cleveland,12,0,3,0,0
2018-03-12,Alabama,Huntsville,12,0,3,0,0
2018-03-13,Washington,Spanaway,13,1,3,0,0
2018-03-14,New York,Brooklyn,14,2,3,0,0
2018-03-14,South Carolina,Charleston,14,2,3,0,0
2018-03-15,Georgia,Atlanta,15,3,3,0,0
2018-03-15,Texas,Houston,15,3,3,0,0
2018-03-16,Texas,Big Spring,16,4,3,0,0
2018-03-17,West Virginia,Martinsburg,17,5,3,1,0
2018-03-17,Louisiana,Shreveport,17,5,3,1,0
2018-03-17,California,Hercules,17,5,3,1,0
2018-03-17,Georgia,Eatonton,17,5,3,1,0
2018-03-18,Maryland,Bowie,18,6,3,1,0
2018-03-18,Wisconsin,Sparta,18,6,3,1,0
2018-03-21,Kentucky,Burlington,21,2,3,0,0
2018-03-21,Georgia,Hull,21,2,3,0,0
2018-03-21,Michigan,Warren,21,2,3,0,0
2018-03-21,Texas,Martinsville,21,2,3,0,0
2018-03-22,Texas,Temple,22,3,3,0,0
2018-03-23,Michigan,Detroit,23,4,3,0,0
2018-03-24,Louisiana,Jennings,24,5,3,1,0
2018-03-25,Texas,Houston,25,6,3,1,0
2018-03-25,Ohio,Cleveland,25,6,3,1,0
2018-03-25,Alaska,Barrow (Utqiagvik),25,6,3,1,0
2018-03-29,Missouri,Florissant,29,3,3,0,0
2018-03-29,Indiana,Indianapolis,29,3,3,0,0
2018-03-31,Missouri,Saint Louis,31,5,3,1,0
2018-03-31,Florida,Miami,31,5,3,1,0
2018-04-01,Georgia,Atlanta,1,6,4,1,0
2018-04-01,Alabama,Birmingham,1,6,4,1,0
2018-04-01,Pennsylvania,Philadelphia,1,6,4,1,0
2018-04-01,Maryland,Randallstown,1,6,4,1,0
2018-04-02,Illinois,Lansing,2,0,4,0,0
2018-04-04,Louisiana,New Orleans,4,2,4,0,0
2018-04-05,Michigan,Detroit,5,3,4,0,0
2018-04-05,South Carolina,Horry (county),5,3,4,0,0
2018-04-06,Georgia,Atlanta,6,4,4,0,0
2018-04-07,Mississippi,Philadelphia,7,5,4,1,0
2018-04-07,North Carolina,Raleigh,7,5,4,1,0
2018-04-07,Michigan,Detroit,7,5,4,1,0
2018-04-09,California,San Diego,9,0,4,0,0
2018-04-10,Texas,San Antonio,10,1,4,0,0
2018-04-10,North Carolina,Snow Hill,10,1,4,0,0
2018-04-10,Kansas,Overland Park,10,1,4,0,0
2018-04-11,South Carolina,Summerville,11,2,4,0,0
2018-04-11,Utah,Salt Lake City (West Valley City),11,2,4,0,0
2018-04-12,Indiana,South Bend,12,3,4,0,0
2018-04-13,Illinois,Rockford,13,4,4,0,0
2018-04-13,Florida,Hollywood (Miramar),13,4,4,0,0
2018-04-15,Indiana,Fort Wayne,15,6,4,1,0
2018-04-15,Louisiana,New Orleans,15,6,4,1,0
2018-04-17,Indiana,Gary,17,1,4,0,0
2018-04-18,North Carolina,Asheville,18,2,4,0,0
2018-04-18,Pennsylvania,Philadelphia,18,2,4,0,0
2018-04-20,Ohio,Wickliffe,20,4,4,0,0
2018-04-21,California,Compton,21,5,4,1,0
2018-04-21,Texas,Millsap,21,5,4,1,0
2018-04-22,Florida,Ocala,22,6,4,1,0
2018-04-22,Georgia,Columbus,22,6,4,1,0
2018-04-22,California,Modesto,22,6,4,1,0
2018-04-22,Texas,San Antonio,22,6,4,1,0
2018-04-23,Ohio,Streetsboro,23,0,4,0,0
2018-04-24,Illinois,Joliet,24,1,4,0,0
2018-04-24,Louisiana,Baton Rouge,24,1,4,0,0
2018-04-24,Alabama,Mobile,24,1,4,0,0
2018-04-24,California,Mc Farland (Mcfarland),24,1,4,0,0
2018-04-25,Arizona,Glendale,25,2,4,0,0
2018-04-26,New Mexico,Carlsbad,26,3,4,0,0
2018-04-29,Illinois,Chicago,29,6,4,1,0
2018-04-29,Pennsylvania,York,29,6,4,1,0
2018-04-29,Texas,Houston,29,6,4,1,0
2018-04-30,District of Columbia,Washington,30,0,4,0,0
2018-04-30,Florida,Jacksonville,30,0,4,0,0
2018-05-01,Illinois,Chicago,1,1,5,0,0
2018-05-02,North Carolina,Wilson,2,2,5,0,0
2018-05-02,Tennessee,Nashville,2,2,5,0,0
2018-05-03,North Dakota,Grand Forks,3,3,5,0,0
2018-05-03,Ohio,Cleveland,3,3,5,0,0
2018-05-03,Tennessee,Memphis,3,3,5,0,0
2018-05-04,Massachusetts,Boston,4,4,5,0,0
2018-05-04,South Carolina,Walterboro,4,4,5,0,0
2018-05-04,California,Fresno,4,4,5,0,0
2018-05-04,Florida,Jacksonville,4,4,5,0,0
2018-05-05,Georgia,Decatur,5,5,5,1,0
2018-05-05,Indiana,East Chicago,5,5,5,1,0
2018-05-05,Texas,Rowlett,5,5,5,1,0
2018-05-06,Texas,Rowlett,6,6,5,1,0
2018-05-06,Missouri,Kansas City,6,6,5,1,0
2018-05-07,Virginia,Richmond,7,0,5,0,0
2018-05-08,New York,Bronx,8,1,5,0,0
2018-05-08,Nevada,Las Vegas,8,1,5,0,0
2018-05-08,Michigan,Detroit,8,1,5,0,0
2018-05-10,Louisiana,Shreveport,10,3,5,0,0
2018-05-10,Michigan,Lansing,10,3,5,0,0
2018-05-10,Illinois,Chicago,10,3,5,0,0
2018-05-11,Missouri,Saint Louis,11,4,5,0,0
2018-05-13,California,Oakland,13,6,5,1,0
2018-05-13,District of Columbia,Washington,13,6,5,1,0
2018-05-13,Missouri,Kansas City,13,6,5,1,0
2018-05-13,California,Stockton,13,6,5,1,0
2018-05-14,Illinois,Chicago,14,0,5,0,0
2018-05-16,Texas,Ponder,16,2,5,0,0
2018-05-16,Texas,Houston,16,2,5,0,0
2018-05-16,Minnesota,Minneapolis (Plymouth),16,2,5,0,0
2018-05-16,Tennessee,Memphis,16,2,5,0,0
2018-05-17,Florida,Homestead (Florida City),17,3,5,0,0
2018-05-17,New York,Buffalo,17,3,5,0,0
2018-05-18,Tennessee,Nashville,18,4,5,0,0
2018-05-19,Ohio,Columbus,19,5,5,1,0
2018-05-20,Michigan,River Rouge,20,6,5,1,0
2018-05-20,Ohio,Akron,20,6,5,1,0
2018-05-20,Texas,Houston,20,6,5,1,0
2018-05-21,North Carolina,Winston Salem (Winston-salem),21,0,5,0,0
2018-05-21,Alaska,Anchorage,21,0,5,0,0
2018-05-22,Oklahoma,Tulsa,22,1,5,0,0
2018-05-22,Virginia,Roanoke,22,1,5,0,0
2018-05-22,Virginia,Louisa,22,1,5,0,0
2018-05-24,Ohio,Minford,24,3,5,0,0
2018-05-24,Missouri,Saint Louis,24,3,5,0,0
2018-05-24,Missouri,Saint Louis,24,3,5,0,0
2018-05-25,Tennessee,Memphis,25,4,5,0,0
2018-05-25,Texas,Amarillo,25,4,5,0,0
2018-05-25,North Carolina,Mooresville,25,4,5,0,0
2018-05-26,Utah,Salt Lake City (West Valley City),26,5,5,1,0
2018-05-26,Louisiana,Thibodaux,26,5,5,1,0
2018-05-26,Alabama,Tuscaloosa,26,5,5,1,0
2018-05-26,Connecticut,Hartford,26,5,5,1,0
2018-05-27,Missouri,Saint Louis,27,6,5,1,0
2018-05-28,Georgia,Smyrna,28,0,5,0,1
2018-05-29,Nevada,Las Vegas,29,1,5,0,0
2018-05-29,Louisiana,La Place (Laplace),29,1,5,0,0
2018-05-29,Pennsylvania,Philadelphia,29,1,5,0,0
2018-05-30,Nevada,Las Vegas,30,2,5,0,0
2018-05-30,Wisconsin,Milwaukee,30,2,5,0,0
2018-05-31,Illinois,Chicago,31,3,5,0,0
2018-05-31,South Carolina,Timmonsville,31,3,5,0,0
2018-05-31,Indiana,South Bend,31,3,5,0,0
2018-05-31,Ohio,Cleveland,31,3,5,0,0
2018-05-31,Texas,Laredo,31,3,5,0,0
2018-06-01,Louisiana,Opelousas,1,4,6,0,0
2018-06-01,Louisiana,New Orleans,1,4,6,0,0
2018-06-01,Georgia,Brunswick,1,4,6,0,0
2018-06-02,Virginia,Newport News,2,5,6,1,0
2018-06-02,South Carolina,Gaffney,2,5,6,1,0
2018-06-04,Kansas,Kansas City,4,0,6,0,0
2018-06-04,Illinois,Chicago,4,0,6,0,0
2018-06-04,Ohio,Dayton,4,0,6,0,0
2018-06-04,Illinois,Chicago Heights (Ford Heights),4,0,6,0,0
2018-06-04,Michigan,Flint,4,0,6,0,0
2018-06-04,Mississippi,Brookhaven,4,0,6,0,0
2018-06-05,Kentucky,Elizabethtown,5,1,6,0,0
2018-06-06,Virginia,Newport News,6,2,6,0,0
2018-06-06,Texas,Amarillo,6,2,6,0,0
2018-06-06,Kansas,Sawyer,6,2,6,0,0
2018-06-06,Ohio,Columbus,6,2,6,0,0
2018-06-06,Virginia,Raphine,6,2,6,0,0
2018-06-08,Missouri,Saint Louis,8,4,6,0,0
2018-06-08,Wisconsin,Milwaukee,8,4,6,0,0
2018-06-09,Texas,Sweetwater,9,5,6,1,0
2018-06-09,Tennessee,Buchanan,9,5,6,1,0
2018-06-09,Pennsylvania,Philadelphia,9,5,6,1,0
2018-06-09,Louisiana,New Orleans,9,5,6,1,0
2018-06-09,Missouri,Kansas City,9,5,6,1,0
2018-06-09,Tennessee,Harrogate,9,5,6,1,0
2018-06-09,Texas,Temple,9,5,6,1,0
2018-06-10,Illinois,Darien,10,6,6,1,0
2018-06-10,Indiana,Indianapolis (Lawrence),10,6,6,1,0
2018-06-10,Florida,Rockledge,10,6,6,1,0
2018-06-11,Florida,Orlando,11,0,6,0,0
2018-06-12,Missouri,Saint Joseph,12,1,6,0,0
2018-06-13,Michigan,Detroit,13,2,6,0,0
2018-06-13,Texas,Wharton (Burr),13,2,6,0,0
2018-06-14,Colorado,Westminster,14,3,6,0,0
2018-06-14,Texas,Longview,14,3,6,0,0
2018-06-16,Massachusetts,Boston,16,5,6,1,0
2018-06-17,Missouri,Saint Louis,17,6,6,1,0
2018-06-17,California,Sacramento,17,6,6,1,0
2018-06-18,Wisconsin,Milwaukee,18,0,6,0,0
2018-06-18,Illinois,Bloomington,18,0,6,0,0
2018-06-18,Florida,Miami,18,0,6,0,0
2018-06-19,Michigan,Lansing,19,1,6,0,0
2018-06-20,Ohio,Cleveland,20,2,6,0,0
2018-06-23,Louisiana,Oakdale,23,5,6,1,0
2018-06-23,Louisiana,Port Barre,23,5,6,1,0
2018-06-23,Louisiana,Shreveport,23,5,6,1,0
2018-06-24,California,Santa Rosa,24,6,6,1,0
2018-06-25,Illinois,Chicago,25,0,6,0,0
2018-06-25,Georgia,Warner Robins,25,0,6,0,0
2018-06-26,Missouri,Monett,26,1,6,0,0
2018-06-28,Michigan,Flint,28,3,6,0,0
2018-06-28,Louisiana,Ruston,28,3,6,0,0
2018-06-29,Indiana,Indianapolis,29,4,6,0,0
2018-06-29,North Carolina,Lumberton,29,4,6,0,0
2018-06-29,Missouri,Independence,29,4,6,0,0
2018-06-30,Virginia,Richmond,30,5,6,1,0
2018-07-01,Maryland,La Plata,1,6,7,1,0
2018-07-01,Illinois,Chicago,1,6,7,1,0
2018-07-02,New York,Buffalo,2,0,7,0,0
2018-07-02,Mississippi,Saucier,2,0,7,0,0
2018-07-02,Missouri,Hartville,2,0,7,0,0
2018-07-04,Wisconsin,Milwaukee,4,2,7,0,1
2018-07-04,Louisiana,Shreveport,4,2,7,0,1
2018-07-04,New Jersey,Newark,4,2,7,0,1
2018-07-04,Illinois,Rockford,4,2,7,0,1
2018-07-04,South Carolina,Marion,4,2,7,0,1
2018-07-05,South Carolina,Anderson,5,3,7,0,0
2018-07-05,District of Columbia,Washington,5,3,7,0,0
2018-07-05,Louisiana,Chalmette,5,3,7,0,0
2018-07-05,Maryland,Baltimore,5,3,7,0,0
2018-07-05,Mississippi,Moorhead,5,3,7,0,0
2018-07-06,Virginia,Newport News,6,4,7,0,0
2018-07-07,Georgia,Augusta,7,5,7,1,0
2018-07-07,Illinois,Monee,7,5,7,1,0
2018-07-07,California,Fresno,7,5,7,1,0
2018-07-07,South Carolina,Myrtle Beach,7,5,7,1,0
2018-07-08,Oregon,Grants Pass,8,6,7,1,0
2018-07-08,Pennsylvania,Philadelphia,8,6,7,1,0
2018-07-08,Texas,Houston,8,6,7,1,0
2018-07-08,Iowa,Des Moines,8,6,7,1,0
2018-07-09,Delaware,Wilmington,9,0,7,0,0
2018-07-10,New York,Schenectady,10,1,7,0,0
2018-07-10,Texas,Hockley,10,1,7,0,0
2018-07-10,Virginia,Hampton,10,1,7,0,0
2018-07-11,California,Oakland,11,2,7,0,0
2018-07-11,Texas,San Antonio,11,2,7,0,0
2018-07-12,Texas,Houston,12,3,7,0,0
2018-07-12,Ohio,Akron,12,3,7,0,0
2018-07-12,Georgia,Macon,12,3,7,0,0
2018-07-13,South Carolina,Hemingway,13,4,7,0,0
2018-07-13,Indiana,Salem,13,4,7,0,0
2018-07-14,North Carolina,Winston Salem (Winston-salem),14,5,7,1,0
2018-07-14,North Carolina,Charlotte,14,5,7,1,0
2018-07-15,Georgia,Lindale,15,6,7,1,0
2018-07-15,Mississippi,Greenville,15,6,7,1,0
2018-07-15,Georgia,Atlanta,15,6,7,1,0
2018-07-16,Florida,Orlando (Pine Hills),16,0,7,0,0
2018-07-16,Pennsylvania,Philadelphia,16,0,7,0,0
2018-07-16,District of Columbia,Washington,16,0,7,0,0
2018-07-17,New Jersey,Bridgeton,17,1,7,0,0
2018-07-18,Florida,Delray Beach,18,2,7,0,0
2018-07-19,Indiana,Indianapolis,19,3,7,0,0
2018-07-19,Tennessee,Memphis,19,3,7,0,0
2018-07-19,Louisiana,Shreveport,19,3,7,0,0
2018-07-20,California,San Bernardino (Muscoy),20,4,7,0,0
2018-07-20,West Virginia,Morgantown,20,4,7,0,0
2018-07-21,Wisconsin,Milwaukee,21,5,7,1,0
2018-07-22,Alabama,Samson,22,6,7,1,0
2018-07-22,Tennessee,Chattanooga,22,6,7,1,0
2018-07-22,Louisiana,New Orleans,22,6,7,1,0
2018-07-23,Indiana,Indianapolis,23,0,7,0,0
2018-07-23,Indiana,Indianapolis,23,0,7,0,0
2018-07-23,Florida,Miami Gardens,23,0,7,0,0
2018-07-24,California,Middletown,24,1,7,0,0
2018-07-24,Maine,Oakland,24,1,7,0,0
2018-07-25,Louisiana,New Orleans,25,2,7,0,0
2018-07-25,Illinois,Chicago,25,2,7,0,0
2018-07-26,Indiana,Shirley,26,3,7,0,0
2018-07-27,Illinois,Chicago,27,4,7,0,0
2018-07-27,Alaska,Anchorage,27,4,7,0,0
2018-07-28,Alabama,Athens,28,5,7,1,0
2018-07-30,New York,Corona (Queens),30,0,7,0,0
2018-07-30,Wisconsin,Milwaukee,30,0,7,0,0
2018-08-01,Louisiana,New Orleans,1,2,8,0,0
2018-08-02,Kansas,Kinsley,2,3,8,0,0
2018-08-03,New York,Buffalo,3,4,8,0,0
2018-08-03,Oklahoma,Stroud,3,4,8,0,0
2018-08-03,Missouri,Corder,3,4,8,0,0
2018-08-04,Tennessee,Big Rock,4,5,8,1,0
2018-08-04,Nevada,Las Vegas,4,5,8,1,0
2018-08-04,Louisiana,Shreveport,4,5,8,1,0
2018-08-05,Mississippi,Hattiesburg,5,6,8,1,0
2018-08-05,Virginia,Mc Lean (Mclean),5,6,8,1,0
2018-08-05,Illinois,Chicago,5,6,8,1,0
2018-08-05,Missouri,Saint Louis,5,6,8,1,0
2018-08-07,North Carolina,Wilmington,7,1,8,0,0
2018-08-08,Tennessee,La Follette (LaFollette),8,2,8,0,0
2018-08-08,Texas,San Antonio,8,2,8,0,0
2018-08-10,Wisconsin,Milwaukee,10,4,8,0,0
2018-08-11,Florida,Jacksonville,11,5,8,1,0
2018-08-11,Ohio,Columbus,11,5,8,1,0
2018-08-12,Wisconsin,Milwaukee,12,6,8,1,0
2018-08-12,South Carolina,Beaufort,12,6,8,1,0
2018-08-12,California,Clearlake,12,6,8,1,0
2018-08-13,Michigan,Detroit,13,0,8,0,0
2018-08-13,Missouri,Kansas City,13,0,8,0,0
2018-08-13,Ohio,Toledo,13,0,8,0,0
2018-08-14,Kansas,Wichita,14,1,8,0,0
2018-08-14,California,Helendale,14,1,8,0,0
2018-08-15,Kentucky,Louisville,15,2,8,0,0
2018-08-15,Kansas,Wichita,15,2,8,0,0
2018-08-15,South Carolina,Greenwood,15,2,8,0,0
2018-08-15,Georgia,Scottdale,15,2,8,0,0
2018-08-16,South Carolina,Ridgeland,16,3,8,0,0
2018-08-16,New Hampshire,Manchester,16,3,8,0,0
2018-08-17,Louisiana,West Monroe,17,4,8,0,0
2018-08-17,Virginia,Richmond,17,4,8,0,0
2018-08-17,Illinois,Chicago,17,4,8,0,0
2018-08-17,South Carolina,Lexington,17,4,8,0,0
2018-08-19,Louisiana,Eunice,19,6,8,1,0
2018-08-19,Iowa,Clive,19,6,8,1,0
2018-08-19,North Carolina,Winston Salem (Winston-salem),19,6,8,1,0
2018-08-20,Oregon,Bend,20,0,8,0,0
2018-08-20,District of Columbia,Washington,20,0,8,0,0
2018-08-21,West Virginia,Iaeger,21,1,8,0,0
2018-08-24,Texas,San Angelo,24,4,8,0,0
2018-08-24,Alabama,Madison,24,4,8,0,0
2018-08-26,Illinois,Kankakee,26,6,8,1,0
2018-08-27,Illinois,Chicago,27,0,8,0,0
2018-08-27,Georgia,Decatur,27,0,8,0,0
2018-08-27,Georgia,Decatur,27,0,8,0,0
2018-08-28,Maryland,Halethorpe (Lansdowne),28,1,8,0,0
2018-08-28,Ohio,Cincinnati,28,1,8,0,0
2018-08-28,Georgia,Oxford,28,1,8,0,0
2018-08-28,Ohio,Columbus,28,1,8,0,0
2018-08-30,California,Stockton,30,3,8,0,0
2018-08-30,Tennessee,Memphis,30,3,8,0,0
2018-08-31,Kentucky,Totz,31,4,8,0,0
2018-09-02,Texas,San Antonio,2,6,9,1,0
2018-09-02,Illinois,Chicago,2,6,9,1,0
2018-09-04,Indiana,Gary,4,1,9,0,0
2018-09-04,Kentucky,Smiths Grove,4,1,9,0,0
2018-09-05,Virginia,Herndon,5,2,9,0,0
2018-09-05,Mississippi,Pearl,5,2,9,0,0
2018-09-06,District of Columbia,Washington,6,3,9,0,0
2018-09-06,Oklahoma,Adair (county),6,3,9,0,0
2018-09-07,West Virginia,Saint Albans,7,4,9,0,0
2018-09-08,Florida,Bradenton,8,5,9,1,0
2018-09-09,Michigan,Detroit,9,6,9,1,0
2018-09-10,Illinois,East Saint Louis,10,0,9,0,0
2018-09-12,Nevada,Las Vegas,12,2,9,0,0
2018-09-13,North Carolina,Greensboro,13,3,9,0,0
2018-09-13,California,Sacramento,13,3,9,0,0
2018-09-13,Georgia,Savannah,13,3,9,0,0
2018-09-13,Michigan,Detroit,13,3,9,0,0
2018-09-14,Georgia,Atlanta,14,4,9,0,0
2018-09-16,North Carolina,Durham,16,6,9,1,0
2018-09-17,Louisiana,Livingston,17,0,9,0,0
2018-09-17,Maryland,Silver Spring,17,0,9,0,0
2018-09-17,North Carolina,Charlotte,17,0,9,0,0
2018-09-17,Alabama,Huntsville,17,0,9,0,0
2018-09-18,Louisiana,New Orleans (Algiers),18,1,9,0,0
2018-09-19,Arizona,Phoenix,19,2,9,0,0
2018-09-19,Illinois,Chicago,19,2,9,0,0
2018-09-20,Arizona,Phoenix,20,3,9,0,0
2018-09-20,New York,Syracuse,20,3,9,0,0
2018-09-20,West Virginia,Gerrardstown,20,3,9,0,0
2018-09-20,Nevada,Henderson,20,3,9,0,0
2018-09-22,Arkansas,Little Rock,22,5,9,1,0
2018-09-23,Kansas,Shawnee (Merriam),23,6,9,1,0
2018-09-24,South Carolina,Warrenville,24,0,9,0,0
2018-09-24,Ohio,Steubenville,24,0,9,0,0
2018-09-25,Arkansas,Pine Bluff,25,1,9,0,0
2018-09-25,Florida,Miami,25,1,9,0,0
2018-09-27,Texas,Rusk,27,3,9,0,0
2018-09-27,South Carolina,Charleston (James Island),27,3,9,0,0
2018-09-28,Arizona,Phoenix,28,4,9,0,0
2018-09-28,District of Columbia,Washington,28,4,9,0,0
2018-09-30,Texas,Fort Worth,30,6,9,1,0
2018-09-30,Indiana,Merrillville,30,6,9,1,0
2018-09-30,Tennessee,Memphis,30,6,9,1,0
2018-09-30,Tennessee,Memphis,30,6,9,1,0
2018-09-30,South Carolina,Columbia,30,6,9,1,0
2018-10-01,California,Stockton,1,0,10,0,0
2018-10-04,Minnesota,Minneapolis,4,3,10,0,0
2018-10-04,Tennessee,Memphis,4,3,10,0,0
2018-10-04,Georgia,Swainsboro,4,3,10,0,0
2018-10-05,Ohio,Cincinnati (Mount Healthy),5,4,10,0,0
2018-10-06,Georgia,Lavonia (Gumlog),6,5,10,1,0
2018-10-06,Illinois,Chicago,6,5,10,1,0
2018-10-07,Missouri,Saint Louis,7,6,10,1,0
2018-10-07,Missouri,Kansas City (Raytown),7,6,10,1,0
2018-10-07,Missouri,Saint Louis,7,6,10,1,0
2018-10-08,Virginia,Henrico (Highland Springs),8,0,10,0,1
2018-10-09,Louisiana,Shreveport,9,1,10,0,0
2018-10-09,Michigan,Flint,9,1,10,0,0
2018-10-09,Pennsylvania,Philadelphia,9,1,10,0,0
2018-10-09,Tennessee,Chattanooga,9,1,10,0,0
2018-10-10,Kentucky,Louisville,10,2,10,0,0
2018-10-10,Mississippi,Jackson,10,2,10,0,0
