Incident Date,State,City Or County,Day,Day of week,Month,Weekend,Holiday
2020-12-22,Iowa,Adel,22,1,12,0,0
2020-12-22,South Carolina,Summerville,22,1,12,0,0
2020-12-22,Colorado,Aurora,22,1,12,0,0
2020-12-22,Illinois,Joliet,22,1,12,0,0
2020-12-22,Georgia,Atlanta,22,1,12,0,0
2020-12-22,Ohio,Youngstown,22,1,12,0,0
2020-12-22,Pennsylvania,Philadelphia,22,1,12,0,0
2020-12-22,New York,New York (Manhattan),22,1,12,0,0
2020-12-22,Tennessee,Nashville,22,1,12,0,0
2020-12-22,North Carolina,Charlotte,22,1,12,0,0
2020-12-22,Pennsylvania,Waterford,22,1,12,0,0
2020-12-22,Pennsylvania,Philadelphia,22,1,12,0,0
2020-12-22,North Carolina,Charlotte,22,1,12,0,0
2020-12-22,Texas,Houston,22,1,12,0,0
2020-12-22,Kentucky,Hopkinsville,22,1,12,0,0
2020-12-22,Texas,Houston,22,1,12,0,0
2020-12-22,Georgia,Atlanta,22,1,12,0,0
2020-12-22,West Virginia,Beckley,22,1,12,0,0
2020-12-22,Washington,Vancouver,22,1,12,0,0
2020-12-22,Oklahoma,Muskogee,22,1,12,0,0
2020-12-22,Virginia,Portsmouth,22,1,12,0,0
2020-12-22,Virginia,Woodbridge (Lake Ridge),22,1,12,0,0
2020-12-22,California,Stockton,22,1,12,0,0
2020-12-22,South Carolina,Charleston,22,1,12,0,0
2020-12-22,Florida,Valrico,22,1,12,0,0
2020-12-22,California,Guadalupe,22,1,12,0,0
2020-12-22,Louisiana,Baker,22,1,12,0,0
2020-12-22,Iowa,Cedar Rapids,22,1,12,0,0
2020-12-22,Texas,Dallas,22,1,12,0,0
2020-12-22,Mississippi,Jackson,22,1,12,0,0
2020-12-22,Michigan,Wyoming,22,1,12,0,0
2020-12-22,Texas,Arlington,22,1,12,0,0
2020-12-22,Pennsylvania,Philadelphia,22,1,12,0,0
2020-12-22,Illinois,Aurora,22,1,12,0,0
2020-12-22,Indiana,Indianapolis,22,1,12,0,0
2020-12-22,Missouri,Saint Louis,22,1,12,0,0
2020-12-22,Georgia,Stone Mountain,22,1,12,0,0
2020-12-22,Utah,Salt Lake City,22,1,12,0,0
2020-12-22,Mississippi,Meridian,22,1,12,0,0
2020-12-22,Kentucky,Louisville,22,1,12,0,0
2020-12-22,Illinois,Decatur,22,1,12,0,0
2020-12-23,Florida,Palmetto,23,2,12,0,0
2020-12-23,Pennsylvania,Harrisburg,23,2,12,0,0
2020-12-23,South Carolina,Aiken,23,2,12,0,0
2020-12-23,Louisiana,New Orleans,23,2,12,0,0
2020-12-23,North Carolina,Candler,23,2,12,0,0
2020-12-23,Washington,Wenatchee,23,2,12,0,0
2020-12-23,Arizona,Tucson,23,2,12,0,0
2020-12-23,New York,Utica,23,2,12,0,0
2020-12-23,Pennsylvania,Philadelphia,23,2,12,0,0
2020-12-23,Ohio,Columbus,23,2,12,0,0
2020-12-23,Texas,Dallas,23,2,12,0,0
2020-12-23,Minnesota,Minneapolis,23,2,12,0,0
2020-12-23,Florida,Fort Lauderdale (Dania Beach),23,2,12,0,0
2020-12-23,Kentucky,Louisville,23,2,12,0,0
2020-12-23,Texas,San Antonio,23,2,12,0,0
2020-12-23,New Hampshire,Whitefield (Dalton),23,2,12,0,0
2020-12-23,Florida,Hollywood,23,2,12,0,0
2020-12-23,Utah,Springville,23,2,12,0,0
2020-12-23,Tennessee,Memphis,23,2,12,0,0
2020-12-23,North Carolina,Charlotte,23,2,12,0,0
2020-12-23,California,Wasco,23,2,12,0,0
2020-12-23,Georgia,Cairo,23,2,12,0,0
2020-12-23,Missouri,Warsaw,23,2,12,0,0
2020-12-23,California,Monrovia,23,2,12,0,0
2020-12-23,Arizona,Phoenix,23,2,12,0,0
2020-12-23,Louisiana,Metairie,23,2,12,0,0
2020-12-23,Kentucky,Louisville,23,2,12,0,0
2020-12-23,California,Whittier,23,2,12,0,0
2020-12-23,Hawaii,Mountain View,23,2,12,0,0
2020-12-23,Michigan,Inkster,23,2,12,0,0
2020-12-23,Pennsylvania,Philadelphia,23,2,12,0,0
2020-12-23,Texas,Houston,23,2,12,0,0
2020-12-23,Michigan,Detroit,23,2,12,0,0
2020-12-23,California,Fresno,23,2,12,0,0
2020-12-23,Pennsylvania,Levittown,23,2,12,0,0
2020-12-23,Kentucky,Owensboro,23,2,12,0,0
2020-12-23,South Carolina,Columbia,23,2,12,0,0
2020-12-23,Minnesota,Saint Paul,23,2,12,0,0
2020-12-23,Texas,Carrollton,23,2,12,0,0
2020-12-23,New York,Bronx,23,2,12,0,0
2020-12-23,Ohio,Columbus,23,2,12,0,0
2020-12-23,Pennsylvania,Ebensburg,23,2,12,0,0
2020-12-23,Kentucky,Louisville,23,2,12,0,0
2020-12-23,Georgia,Albany,23,2,12,0,0
2020-12-23,Arkansas,Little Rock,23,2,12,0,0
2020-12-23,Pennsylvania,Pittsburgh (Mount Oliver),23,2,12,0,0
2020-12-23,California,San Diego,23,2,12,0,0
2020-12-23,New York,Rochester,23,2,12,0,0
2020-12-23,Pennsylvania,York,23,2,12,0,0
2020-12-23,Indiana,Kokomo,23,2,12,0,0
2020-12-23,Texas,Dallas,23,2,12,0,0
2020-12-23,Tennessee,Memphis,23,2,12,0,0
2020-12-24,South Dakota,Rapid City,24,3,12,0,0
2020-12-24,Louisiana,New Orleans,24,3,12,0,0
2020-12-24,Maryland,Baltimore,24,3,12,0,0
2020-12-24,Alabama,Albertville,24,3,12,0,0
2020-12-24,South Carolina,Florence,24,3,12,0,0
2020-12-24,Arkansas,Marianna,24,3,12,0,0
2020-12-24,California,Tulare,24,3,12,0,0
2020-12-24,Tennessee,Oakland,24,3,12,0,0
2020-12-24,Texas,Houston,24,3,12,0,0
2020-12-24,Virginia,Glen Lyn,24,3,12,0,0
2020-12-24,Missouri,Saint Louis,24,3,12,0,0
2020-12-24,Louisiana,Bastrop (Perryville),24,3,12,0,0
2020-12-24,Ohio,Brookpark (Brook Park),24,3,12,0,0
2020-12-24,Florida,Fort Lauderdale,24,3,12,0,0
2020-12-24,Florida,Lakeland,24,3,12,0,0
2020-12-24,Florida,Starke,24,3,12,0,0
2020-12-24,Florida,Miami,24,3,12,0,0
2020-12-24,Florida,Palm Bay,24,3,12,0,0
2020-12-24,Connecticut,Waterbury,24,3,12,0,0
2020-12-24,Maryland,Hagerstown,24,3,12,0,0
2020-12-24,Florida,Miami (North Miami),24,3,12,0,0
2020-12-24,Florida,Miami,24,3,12,0,0
2020-12-24,Missouri,Saint Louis,24,3,12,0,0
2020-12-24,Georgia,Dalton,24,3,12,0,0
2020-12-24,Illinois,Chicago,24,3,12,0,0
2020-12-24,Arkansas,North Little Rock,24,3,12,0,0
2020-12-24,Illinois,Chicago,24,3,12,0,0
2020-12-24,Florida,Lehigh Acres,24,3,12,0,0
2020-12-24,Missouri,Saint Louis,24,3,12,0,0
2020-12-24,South Carolina,Loris,24,3,12,0,0
2020-12-24,Indiana,Martinsville,24,3,12,0,0
2020-12-24,Pennsylvania,Philadelphia,24,3,12,0,0
2020-12-24,California,Victorville,24,3,12,0,0
2020-12-24,Minnesota,Minneapolis,24,3,12,0,0
2020-12-24,California,Manteca,24,3,12,0,0
2020-12-24,Nebraska,Grand Island,24,3,12,0,0
2020-12-24,Texas,Houston,24,3,12,0,0
2020-12-24,California,Los Angeles,24,3,12,0,0
2020-12-24,Pennsylvania,Philadelphia,24,3,12,0,0
2020-12-24,Michigan,Morenci,24,3,12,0,0
2020-12-24,North Carolina,Lumber Bridge,24,3,12,0,0
2020-12-24,California,Moreno Valley,24,3,12,0,0
2020-12-24,Texas,San Antonio,24,3,12,0,0
2020-12-24,Texas,Spring,24,3,12,0,0
2020-12-24,Michigan,Detroit,24,3,12,0,0
2020-12-24,California,Greenfield,24,3,12,0,0
2020-12-24,California,Redding,24,3,12,0,0
2020-12-24,Florida,Daytona Beach,24,3,12,0,0
2020-12-24,Wisconsin,Milwaukee,24,3,12,0,0
2020-12-24,New York,Buffalo,24,3,12,0,0
2020-12-24,Pennsylvania,Philadelphia,24,3,12,0,0
2020-12-24,Michigan,Saginaw,24,3,12,0,0
2020-12-24,Arkansas,Little Rock,24,3,12,0,0
2020-12-24,North Carolina,Charlotte,24,3,12,0,0
2020-12-24,Missouri,Saint Louis (University City),24,3,12,0,0
2020-12-24,New Mexico,Albuquerque,24,3,12,0,0
2020-12-24,Missouri,Saint Louis,24,3,12,0,0
2020-12-25,California,Hesperia,25,4,12,0,1
2020-12-25,Illinois,Chicago,25,4,12,0,1
2020-12-25,Florida,Boynton Beach,25,4,12,0,1
2020-12-25,Florida,Delray Beach,25,4,12,0,1
2020-12-25,Texas,Beaumont,25,4,12,0,1
2020-12-25,Iowa,Waterloo,25,4,12,0,1
2020-12-25,Texas,Conroe,25,4,12,0,1
2020-12-25,Texas,Houston,25,4,12,0,1
2020-12-25,California,Hanford,25,4,12,0,1
2020-12-25,Florida,Orange Park,25,4,12,0,1
2020-12-25,South Carolina,Williston,25,4,12,0,1
2020-12-25,Montana,Stevensville,25,4,12,0,1
2020-12-25,Arizona,Phoenix,25,4,12,0,1
2020-12-25,Maryland,Indian Head,25,4,12,0,1
2020-12-25,Michigan,Detroit,25,4,12,0,1
2020-12-25,Kansas,Kansas City,25,4,12,0,1
2020-12-25,Arkansas,Atkins,25,4,12,0,1
2020-12-25,Alabama,Phenix City,25,4,12,0,1
2020-12-25,Minnesota,Bemidji,25,4,12,0,1
2020-12-25,Delaware,Dover,25,4,12,0,1
2020-12-25,Connecticut,Windsor Locks,25,4,12,0,1
2020-12-25,Indiana,Indianapolis,25,4,12,0,1
2020-12-25,Ohio,Cincinnati,25,4,12,0,1
2020-12-25,Missouri,Saint Louis,25,4,12,0,1
2020-12-25,Louisiana,New Orleans,25,4,12,0,1
2020-12-25,Missouri,Saint Louis (Spanish Lake),25,4,12,0,1
2020-12-25,Utah,Ogden (Riverdale),25,4,12,0,1
2020-12-25,Georgia,Monroe,25,4,12,0,1
2020-12-25,Louisiana,Monroe,25,4,12,0,1
2020-12-25,Maryland,Baltimore,25,4,12,0,1
2020-12-25,Texas,Houston,25,4,12,0,1
2020-12-25,North Carolina,Wilmington,25,4,12,0,1
2020-12-25,Arkansas,Hot Springs National Park (Hot Springs),25,4,12,0,1
2020-12-25,Nevada,Las Vegas,25,4,12,0,1
2020-12-25,Texas,Dallas,25,4,12,0,1
2020-12-25,Virginia,Roanoke,25,4,12,0,1
2020-12-25,Texas,Dallas,25,4,12,0,1
2020-12-25,Oregon,Portland,25,4,12,0,1
2020-12-25,North Carolina,Winston Salem (Winston-salem),25,4,12,0,1
2020-12-25,Louisiana,Eunice,25,4,12,0,1
2020-12-25,New York,Commack,25,4,12,0,1
2020-12-25,Texas,Denton,25,4,12,0,1
2020-12-25,Arizona,Rio Rico,25,4,12,0,1
2020-12-25,California,Fresno,25,4,12,0,1
2020-12-25,Illinois,Chicago,25,4,12,0,1
2020-12-25,California,Fresno,25,4,12,0,1
2020-12-25,Texas,Dallas,25,4,12,0,1
2020-12-25,Virginia,Norfolk,25,4,12,0,1
2020-12-25,Louisiana,Raceland,25,4,12,0,1
2020-12-25,West Virginia,Cool Ridge,25,4,12,0,1
2020-12-25,Louisiana,New Orleans,25,4,12,0,1
2020-12-25,Georgia,Atlanta,25,4,12,0,1
2020-12-25,Pennsylvania,Philadelphia,25,4,12,0,1
2020-12-25,Illinois,Chicago,25,4,12,0,1
2020-12-26,Connecticut,Hartford,26,5,12,1,0
2020-12-26,New York,Bronx,26,5,12,1,0
2020-12-26,Massachusetts,Lynn,26,5,12,1,0
2020-12-26,Texas,La Marque,26,5,12,1,0
2020-12-26,New York,Brooklyn,26,5,12,1,0
2020-12-26,Washington,Oakesdale,26,5,12,1,0
2020-12-26,Missouri,Saint Charles,26,5,12,1,0
2020-12-26,Texas,San Antonio,26,5,12,1,0
2020-12-26,Mississippi,Jackson,26,5,12,1,0
2020-12-26,North Carolina,Durham,26,5,12,1,0
2020-12-26,Mississippi,Louisville,26,5,12,1,0
2020-12-26,Arkansas,Fayetteville,26,5,12,1,0
2020-12-26,Illinois,Chicago,26,5,12,1,0
2020-12-26,Maryland,Lanham,26,5,12,1,0
2020-12-26,Delaware,Wilmington,26,5,12,1,0
2020-12-26,California,Wasco,26,5,12,1,0
2020-12-26,Michigan,Flint,26,5,12,1,0
2020-12-26,Michigan,Highland Park,26,5,12,1,0
2020-12-26,Connecticut,Hartford,26,5,12,1,0
2020-12-26,Illinois,Chicago,26,5,12,1,0
2020-12-26,California,Murrieta,26,5,12,1,0
2020-12-26,Texas,Spring,26,5,12,1,0
2020-12-26,Florida,Tampa,26,5,12,1,0
2020-12-26,Florida,Orlando,26,5,12,1,0
2020-12-26,Arizona,Tucson,26,5,12,1,0
2020-12-26,Ohio,Columbus,26,5,12,1,0
2020-12-26,New Jersey,Camden,26,5,12,1,0
2020-12-26,Colorado,Aurora,26,5,12,1,0
2020-12-26,Florida,Miami,26,5,12,1,0
2020-12-26,Texas,Killeen,26,5,12,1,0
2020-12-26,California,Los Angeles,26,5,12,1,0
2020-12-26,North Carolina,Rocky Mount,26,5,12,1,0
2020-12-26,Virginia,Milford,26,5,12,1,0
2020-12-26,Georgia,Decatur,26,5,12,1,0
2020-12-26,Texas,Temple,26,5,12,1,0
2020-12-26,Ohio,Marion,26,5,12,1,0
2020-12-26,Alabama,Montgomery,26,5,12,1,0
2020-12-26,Arkansas,Little Rock,26,5,12,1,0
2020-12-26,Michigan,Flint,26,5,12,1,0
2020-12-26,Maryland,Takoma Park,26,5,12,1,0
2020-12-26,Arkansas,Little Rock,26,5,12,1,0
2020-12-26,Connecticut,Orange,26,5,12,1,0
2020-12-26,Alabama,Montgomery,26,5,12,1,0
2020-12-26,Michigan,Flint,26,5,12,1,0
2020-12-26,Georgia,Columbus,26,5,12,1,0
2020-12-26,Florida,Molino,26,5,12,1,0
2020-12-26,California,San Diego,26,5,12,1,0
2020-12-26,Illinois,Rockford,26,5,12,1,0
2020-12-26,Pennsylvania,Braddock,26,5,12,1,0
2020-12-26,North Carolina,Asheboro,26,5,12,1,0
2020-12-26,North Carolina,Winston Salem (Winston-salem),26,5,12,1,0
2020-12-26,North Carolina,Jacksonville,26,5,12,1,0
2020-12-26,Florida,Fort Lauderdale (Dania Beach),26,5,12,1,0
2020-12-26,Georgia,Atlanta,26,5,12,1,0
2020-12-26,Texas,Austin,26,5,12,1,0
2020-12-26,California,Modesto,26,5,12,1,0
2020-12-26,North Carolina,Winston Salem (Winston-salem),26,5,12,1,0
2020-12-27,South Carolina,Greenville,27,6,12,1,0
2020-12-27,Georgia,Sylvania,27,6,12,1,0
2020-12-27,Idaho,Idaho Falls,27,6,12,1,0
2020-12-27,Louisiana,Crowley,27,6,12,1,0
2020-12-27,Louisiana,Marrero,27,6,12,1,0
2020-12-27,Texas,Port Arthur,27,6,12,1,0
2020-12-27,Iowa,Waterloo,27,6,12,1,0
2020-12-27,Texas,Texarkana,27,6,12,1,0
2020-12-27,Tennessee,Knoxville,27,6,12,1,0
2020-12-27,Idaho,Lewiston,27,6,12,1,0
2020-12-27,Kentucky,Louisville (Jeffersontown),27,6,12,1,0
2020-12-27,Texas,Houston,27,6,12,1,0
2020-12-27,Kentucky,Louisville,27,6,12,1,0
2020-12-27,Maryland,Pikesville,27,6,12,1,0
2020-12-27,Connecticut,Bridgeport,27,6,12,1,0
2020-12-27,Maryland,Churchville,27,6,12,1,0
2020-12-27,Florida,Hollywood,27,6,12,1,0
2020-12-27,Arizona,Phoenix,27,6,12,1,0
2020-12-27,Missouri,Saint Louis,27,6,12,1,0
2020-12-27,Missouri,Saint Louis,27,6,12,1,0
2020-12-27,Illinois,Chicago,27,6,12,1,0
2020-12-27,New Jersey,Newark,27,6,12,1,0
2020-12-27,Ohio,Hamilton,27,6,12,1,0
2020-12-27,New Jersey,Newark,27,6,12,1,0
2020-12-27,Montana,Billings,27,6,12,1,0
2020-12-27,Florida,Boynton Beach,27,6,12,1,0
2020-12-27,Florida,Titusville,27,6,12,1,0
2020-12-27,Virginia,Charlottesville,27,6,12,1,0
2020-12-27,Pennsylvania,Philadelphia,27,6,12,1,0
2020-12-27,Michigan,Southfield,27,6,12,1,0
2020-12-27,Florida,Pensacola,27,6,12,1,0
2020-12-27,Alabama,Birmingham,27,6,12,1,0
2020-12-27,Tennessee,Covington,27,6,12,1,0
2020-12-27,New York,Corona (Queens),27,6,12,1,0
2020-12-27,North Carolina,Winston Salem (Winston-salem),27,6,12,1,0
2020-12-27,Georgia,Lagrange,27,6,12,1,0
2020-12-27,Texas,Chandler,27,6,12,1,0
2020-12-27,Georgia,Norcross,27,6,12,1,0
2020-12-27,Texas,San Antonio (Live Oak),27,6,12,1,0
2020-12-27,Illinois,Calumet City,27,6,12,1,0
2020-12-27,Arkansas,Little Rock,27,6,12,1,0
2020-12-27,California,Los Angeles,27,6,12,1,0
2020-12-27,Georgia,Davisboro,27,6,12,1,0
2020-12-27,South Carolina,Newtown,27,6,12,1,0
2020-12-27,Virginia,Salem,27,6,12,1,0
2020-12-27,Texas,Paris,27,6,12,1,0
2020-12-27,Tennessee,Piney Flats,27,6,12,1,0
2020-12-27,Louisiana,Marrero,27,6,12,1,0
2020-12-27,Nevada,Las Vegas,27,6,12,1,0
2020-12-27,Mississippi,Meridian,27,6,12,1,0
2020-12-27,California,Lakewood,27,6,12,1,0
2020-12-27,Illinois,Chicago,27,6,12,1,0
2020-12-27,Florida,Jacksonville,27,6,12,1,0
2020-12-27,Washington,Spokane,27,6,12,1,0
2020-12-27,Nevada,Las Vegas,27,6,12,1,0
2020-12-27,Pennsylvania,Philadelphia,27,6,12,1,0
2020-12-27,Texas,Dallas,27,6,12,1,0
2020-12-27,Michigan,Grand Rapids,27,6,12,1,0
2020-12-27,Virginia,Newport News,27,6,12,1,0
2020-12-28,Maryland,Baltimore,28,0,12,0,0
2020-12-28,Missouri,Saint Louis,28,0,12,0,0
2020-12-28,Texas,Houston,28,0,12,0,0
2020-12-28,Alabama,Birmingham,28,0,12,0,0
2020-12-28,Alabama,Montgomery,28,0,12,0,0
2020-12-28,Tennessee,Cleveland,28,0,12,0,0
2020-12-28,New York,Syracuse,28,0,12,0,0
2020-12-28,Louisiana,New Orleans,28,0,12,0,0
2020-12-28,Oregon,Warrenton,28,0,12,0,0
2020-12-28,Kentucky,Lexington,28,0,12,0,0
2020-12-28,Texas,Dallas,28,0,12,0,0
2020-12-28,Hawaii,Kaneohe,28,0,12,0,0
2020-12-28,Washington,Naches,28,0,12,0,0
2020-12-28,Virginia,Lynchburg,28,0,12,0,0
2020-12-28,Colorado,Holyoke,28,0,12,0,0
2020-12-28,Georgia,Swainsboro (Dellwood),28,0,12,0,0
2020-12-28,Missouri,Kansas City,28,0,12,0,0
2020-12-28,Pennsylvania,Philadelphia,28,0,12,0,0
2020-12-28,Wisconsin,Cottage Grove,28,0,12,0,0
2020-12-28,Maryland,Upper Marlboro,28,0,12,0,0
2020-12-28,Michigan,Jackson,28,0,12,0,0
2020-12-28,Florida,Plant City,28,0,12,0,0
2020-12-28,Arizona,Phoenix,28,0,12,0,0
2020-12-28,Arizona,Phoenix,28,0,12,0,0
2020-12-28,Florida,Tampa,28,0,12,0,0
2020-12-28,Mississippi,Brandon,28,0,12,0,0
2020-12-28,Missouri,Saint Louis,28,0,12,0,0
2020-12-28,Georgia,Atlanta,28,0,12,0,0
2020-12-28,Texas,Dallas,28,0,12,0,0
2020-12-28,Massachusetts,Brockton,28,0,12,0,0
2020-12-28,Minnesota,Cloquet,28,0,12,0,0
2020-12-28,Mississippi,Byhalia,28,0,12,0,0
2020-12-28,Colorado,Denver,28,0,12,0,0
2020-12-28,California,Hesperia,28,0,12,0,0
2020-12-28,Ohio,Akron,28,0,12,0,0
2020-12-28,Pennsylvania,Philadelphia,28,0,12,0,0
2020-12-28,Pennsylvania,Philadelphia,28,0,12,0,0
2020-12-28,Pennsylvania,Philadelphia,28,0,12,0,0
2020-12-28,Pennsylvania,Philadelphia,28,0,12,0,0
2020-12-28,Michigan,Kalamazoo,28,0,12,0,0
2020-12-28,Illinois,Champaign,28,0,12,0,0
2020-12-28,New York,Rochester (Greece),28,0,12,0,0
2020-12-28,Illinois,Rockford,28,0,12,0,0
2020-12-28,North Carolina,Greensboro,28,0,12,0,0
2020-12-28,Arizona,Phoenix,28,0,12,0,0
2020-12-28,Wisconsin,Barron,28,0,12,0,0
2020-12-28,Nebraska,Omaha,28,0,12,0,0
2020-12-28,Georgia,Atlanta,28,0,12,0,0
2020-12-28,Texas,Galveston,28,0,12,0,0
2020-12-28,Illinois,Chicago,28,0,12,0,0
2020-12-28,Illinois,Chicago,28,0,12,0,0
2020-12-28,Nevada,Whitney,28,0,12,0,0
2020-12-28,Ohio,Cleveland (Cleveland Heights),28,0,12,0,0
2020-12-28,California,Hemet,28,0,12,0,0
2020-12-28,Ohio,Columbus,28,0,12,0,0
2020-12-28,Illinois,Chicago,28,0,12,0,0
2020-12-29,Texas,Houston,29,1,12,0,0
2020-12-29,Mississippi,Canton,29,1,12,0,0
2020-12-29,Arkansas,El Dorado,29,1,12,0,0
2020-12-29,Louisiana,Kaplan,29,1,12,0,0
2020-12-29,Florida,Pensacola,29,1,12,0,0
2020-12-29,California,Modesto,29,1,12,0,0
2020-12-29,California,Fresno,29,1,12,0,0
2020-12-29,Virginia,Hampton,29,1,12,0,0
2020-12-29,South Carolina,Charleston,29,1,12,0,0
2020-12-29,Kentucky,London,29,1,12,0,0
2020-12-29,Indiana,Fort Wayne,29,1,12,0,0
2020-12-29,New York,Bronx,29,1,12,0,0
2020-12-29,Rhode Island,Cranston,29,1,12,0,0
2020-12-29,Massachusetts,Malden,29,1,12,0,0
2020-12-29,Indiana,South Bend,29,1,12,0,0
2020-12-29,Indiana,Indianapolis,29,1,12,0,0
2020-12-29,Arizona,Phoenix,29,1,12,0,0
2020-12-29,Missouri,Saint Louis (Overland),29,1,12,0,0
2020-12-29,Texas,San Antonio,29,1,12,0,0
2020-12-29,North Carolina,Charlotte,29,1,12,0,0
2020-12-29,Mississippi,Mccomb,29,1,12,0,0
2020-12-29,Colorado,Colorado Springs,29,1,12,0,0
2020-12-29,Kentucky,Louisville,29,1,12,0,0
2020-12-29,Arizona,Phoenix,29,1,12,0,0
2020-12-29,Pennsylvania,Phoenixville,29,1,12,0,0
2020-12-29,Illinois,Aurora,29,1,12,0,0
2020-12-29,Texas,San Antonio,29,1,12,0,0
2020-12-29,Missouri,Saint Louis,29,1,12,0,0
2020-12-29,Michigan,Flint,29,1,12,0,0
2020-12-29,California,Stockton,29,1,12,0,0
2020-12-29,Georgia,Atlanta,29,1,12,0,0
2020-12-29,Illinois,Chicago,29,1,12,0,0
2020-12-29,Minnesota,Minneapolis (Columbia Heights),29,1,12,0,0
2020-12-29,Michigan,Detroit,29,1,12,0,0
2020-12-29,Florida,Titusville,29,1,12,0,0
2020-12-29,California,San Bernardino,29,1,12,0,0
2020-12-29,Wisconsin,Milwaukee,29,1,12,0,0
2020-12-29,Georgia,Athens,29,1,12,0,0
2020-12-29,Kansas,Wichita,29,1,12,0,0
2020-12-29,New York,Brooklyn,29,1,12,0,0
2020-12-29,California,Highland,29,1,12,0,0
2020-12-29,Wisconsin,Spencer,29,1,12,0,0
2020-12-29,New York,Rochester,29,1,12,0,0
2020-12-29,Georgia,Duluth,29,1,12,0,0
2020-12-29,Nevada,Las Vegas,29,1,12,0,0
2020-12-29,Florida,Fort Lauderdale (Dania Beach),29,1,12,0,0
2020-12-29,California,Vista,29,1,12,0,0
2020-12-29,California,Fresno,29,1,12,0,0
2020-12-29,Missouri,Saint Louis (Bellefontaine Neighbors),29,1,12,0,0
2020-12-30,South Dakota,Sioux Falls,30,2,12,0,0
2020-12-30,New Jersey,Newark,30,2,12,0,0
2020-12-30,Alabama,Montgomery,30,2,12,0,0
2020-12-30,Mississippi,Columbus,30,2,12,0,0
2020-12-30,Idaho,Boise,30,2,12,0,0
2020-12-30,Texas,Dallas,30,2,12,0,0
2020-12-30,Kentucky,Paducah,30,2,12,0,0
2020-12-30,Tennessee,Rogersville,30,2,12,0,0
2020-12-30,California,Pittsburg,30,2,12,0,0
2020-12-30,Texas,Fort Worth,30,2,12,0,0
2020-12-30,Idaho,Idaho Falls (Ammon),30,2,12,0,0
2020-12-30,Tennessee,Nashville,30,2,12,0,0
2020-12-30,Georgia,Eastman,30,2,12,0,0
2020-12-30,Texas,Houston,30,2,12,0,0
2020-12-30,Louisiana,Franklinton,30,2,12,0,0
2020-12-30,Arizona,Phoenix,30,2,12,0,0
2020-12-30,Indiana,Upland,30,2,12,0,0
2020-12-30,Ohio,Akron,30,2,12,0,0
2020-12-30,District of Columbia,Washington,30,2,12,0,0
2020-12-30,Texas,Fort Worth,30,2,12,0,0
2020-12-30,Michigan,South Lyon,30,2,12,0,0
2020-12-30,Indiana,Speedway,30,2,12,0,0
2020-12-30,Maryland,Baltimore,30,2,12,0,0
2020-12-30,Kansas,Wichita,30,2,12,0,0
2020-12-30,West Virginia,Keyser,30,2,12,0,0
2020-12-30,Florida,Pompano Beach (North Lauderdale),30,2,12,0,0
2020-12-30,Texas,Orange Grove,30,2,12,0,0
2020-12-30,North Carolina,Reidsville,30,2,12,0,0
2020-12-30,Arizona,Tucson,30,2,12,0,0
2020-12-30,Ohio,Columbus,30,2,12,0,0
2020-12-30,Texas,Texarkana,30,2,12,0,0
2020-12-30,California,San Francisco,30,2,12,0,0
2020-12-30,Michigan,Muskegon,30,2,12,0,0
2020-12-30,Illinois,Chicago,30,2,12,0,0
2020-12-30,Pennsylvania,Philadelphia,30,2,12,0,0
2020-12-30,Nebraska,Beatrice,30,2,12,0,0
2020-12-30,Pennsylvania,Stroudsburg,30,2,12,0,0
2020-12-30,Minnesota,Minneapolis,30,2,12,0,0
2020-12-30,Ohio,Fairborn,30,2,12,0,0
2020-12-30,Michigan,Benton Harbor,30,2,12,0,0
2020-12-30,Texas,Midland,30,2,12,0,0
2020-12-30,North Carolina,Castalia,30,2,12,0,0
2020-12-30,Utah,Salt Lake City,30,2,12,0,0
2020-12-30,Pennsylvania,Philadelphia,30,2,12,0,0
2020-12-30,Indiana,Indianapolis,30,2,12,0,0
2020-12-30,Kentucky,Franklin,30,2,12,0,0
2020-12-30,Illinois,Chicago,30,2,12,0,0
2020-12-30,California,Atwater,30,2,12,0,0
2020-12-30,Texas,Longview,30,2,12,0,0
2020-12-30,North Carolina,Wilmington,30,2,12,0,0
2020-12-30,California,La Mesa,30,2,12,0,0
2020-12-30,Indiana,Jeffersonville,30,2,12,0,0
2020-12-30,Texas,Fort Worth,30,2,12,0,0
2020-12-30,Illinois,Peoria,30,2,12,0,0
2020-12-30,Alabama,Bon Air,30,2,12,0,0
2020-12-30,Michigan,Bad Axe,30,2,12,0,0
2020-12-30,Tennessee,Memphis,30,2,12,0,0
2020-12-31,Oregon,Portland,31,3,12,0,0
2020-12-31,Alabama,Mobile (Prichard),31,3,12,0,0
2020-12-31,Texas,Donna,31,3,12,0,0
2020-12-31,Michigan,Detroit,31,3,12,0,0
2020-12-31,Texas,Houston,31,3,12,0,0
2020-12-31,Texas,Houston,31,3,12,0,0
2020-12-31,Texas,Houston,31,3,12,0,0
2020-12-31,Texas,Odessa,31,3,12,0,0
2020-12-31,Mississippi,Moss Point,31,3,12,0,0
2020-12-31,Mississippi,Jackson,31,3,12,0,0
2020-12-31,Michigan,Detroit,31,3,12,0,0
2020-12-31,Illinois,Chicago,31,3,12,0,0
2020-12-31,California,Bakersfield,31,3,12,0,0
2020-12-31,California,Reseda,31,3,12,0,0
2020-12-31,Illinois,Aurora,31,3,12,0,0
