Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations,year,Participant Gender,Participant Name,Participant Age Group,# Casualties,Latitude,Longitude,Day Name,Month
2022-11-11,Louisiana,Gonzales,1800 block of Burnside Ave,,,,,,,2022,male,Mekhi Darville,Teen 12-17,,29.4436555,-97.5108636,Friday,November
2022-11-11,California,Citrus Heights,7795 Antelope Rd,,,,,,,2022,male,Aidan McGill,Teen 12-17,,38.7071247,-121.2810611,Friday,November
2022-11-11,Virginia,Victoria,200 block of Seay Way,,,,,,,2022,male,Cion Jere Carroll,Teen 12-17,,-36.5986096,144.6780052,Friday,November
2022-11-11,Arkansas,North Little Rock,3900 block of McCain Blvd,,,,,,,2022,male,Alex Berry,Teen 12-17,,34.769536,-92.2670941,Friday,November
2022-11-11,Arkansas,North Little Rock,3900 block of McCain Blvd,,,,,,,2022,male,Marcus Blue,Teen 12-17,,34.769536,-92.2670941,Friday,November
2022-11-12,Tennessee,Castalian Springs,Littleton Ranch Rd,,,,,,,2022,male,Bobby Transou,Teen 12-17,,36.3936587,-86.3080463,Saturday,November
2022-11-12,Louisiana,Hammond,Stephenson Ln,,,,,,,2022,female,Raven Smith,Teen 12-17,,41.5833658,-87.500043,Saturday,November
2022-11-13,South Carolina,Colleton (county),,,,,,,,2022,male,,Teen 12-17,,32.8620726,-80.677114,Sunday,November
2022-11-13,Michigan,Flint,2900 block of Branch Rd,,,,,,,2022,male,Lamarr Anthony Griggs III,Teen 12-17,,43.0161693,-83.6900211,Sunday,November
2022-11-14,Minnesota,Minneapolis (Plymouth),9700 37th Pl N,,,,,,,2022,male,Yaseen T. Johnson,Teen 12-17,,44.99304905,-93.27308605947884,Monday,November
2022-11-15,Alaska,Anchorage,7300 block of Cantonment Ct,,,,,,,2022,male,Jersey Miller,Teen 12-17,,61.2163129,-149.894852,Tuesday,November
2022-11-15,Texas,Elsa,1004 Live Oak St,,,,,,,2022,male,Gianni Ruiz,Teen 12-17,,43.1608097,16.6931431,Tuesday,November
2022-11-15,North Carolina,Charlotte,1832 Griers Grove Rd,,,,,,,2022,male,Damien Gonzalez,Teen 12-17,,35.2272086,-80.8430827,Tuesday,November
2022-11-15,North Carolina,Durham,1500 block of Sima Ave,,,,,,,2022,male,Reginald Parker,Teen 12-17,,35.996653,-78.9018053,Tuesday,November
2022-11-16,Louisiana,New Orleans,6300 block of Peoples Ave,,,,,,,2022,male,Dominic Tomlin,Teen 12-17,,29.9759983,-90.0782127,Wednesday,November
2022-11-16,Illinois,Chicago,9100 block of S Lowe Ave,,,,,,,2022,male,,Teen 12-17,,41.8755616,-87.6244212,Wednesday,November
2022-11-16,Georgia,Lilburn,745 Beaver Ruin Rd,,,,,,,2022,male,Ryan Roderigues Romero,Teen 12-17,,33.8901036,-84.1429719,Wednesday,November
2022-11-16,Alabama,Birmingham,N 5th Ave and N 80th St,,,,,,,2022,female,Moriah Quib-Marquez,Teen 12-17,,52.4796992,-1.9026911,Wednesday,November
2022-11-17,Illinois,Chicago,11400 block of S Calumet Ave,,,,,,,2022,male,Michael Hence,Teen 12-17,,41.8755616,-87.6244212,Thursday,November
2022-11-17,Illinois,Chicago,11400 block of S Calumet Ave,,,,,,,2022,male,Quentin Branch,Teen 12-17,,41.8755616,-87.6244212,Thursday,November
2022-11-17,Mississippi,Meridian,2428 Old Marion Rd,,,,,,,2022,,,Teen 12-17,,32.3643098,-88.703656,Thursday,November
2022-11-17,Texas,Kemah,1225 Lawrence Rd,,,,,,,2022,male,Joshua Rojas,Teen 12-17,,29.5427297,-95.0204837,Thursday,November
2022-11-18,Virginia,Hampton,200 block of Bridgeport Cove Dr,,,,,,,2022,male,,Teen 12-17,,37.0300969,-76.3452057,Friday,November
2022-11-18,Minnesota,Minneapolis (Brooklyn Park),8447 Regent Ave N,,,,,,,2022,male,Syoka Siko,Teen 12-17,,45.04151465,-93.28331475373837,Friday,November
2022-11-18,Louisiana,New Roads,Pointe Coupee Rd and Saizon Rd,,,,,,,2022,male,,Teen 12-17,,30.7015741,-91.4362242,Friday,November
2022-11-18,Indiana,Indianapolis,5300 block of Turtle Creek E Dr,,,,,,,2022,male,Kareem Muttler,Teen 12-17,,39.7683331,-86.1583502,Friday,November
2022-11-18,Virginia,Richmond,4275 Laurel Oak Rd,,,,,,,2022,female,Kaelyn M. Parson,Teen 12-17,,37.5385087,-77.43428,Friday,November
2022-11-18,Arizona,Tucson,5001 S Nogales Pkwy,,,,,,,2022,male,Haron Mendivil Arballo,Teen 12-17,,32.2228765,-110.9748477,Friday,November
2022-11-19,Texas,Spring,TX-99 and Spring Stuebner,,,,,,,2022,male,,Teen 12-17,,30.0798826,-95.4172549,Saturday,November
2022-11-19,Illinois,Washington Park,Bunkum Rd and N 45th St,,,,,,,2022,male,Johnny R. McCline,Teen 12-17,,45.51552355,-122.7057111913291,Saturday,November
2022-11-19,Georgia,Columbus,6200 block of Cross Tie Ct,,,,,,,2022,male,Joshua Huff,Teen 12-17,,39.9622601,-83.0007065,Saturday,November
2022-11-20,Illinois,Chicago,5847 W Augusta Blvd,,,,,,,2022,female,Ruby Navarrete,Teen 12-17,,41.8755616,-87.6244212,Sunday,November
2022-11-20,Virginia,Hopewell,2800 block of Poplar St,,,,,,,2022,male,Tyrae Clanton,Teen 12-17,,37.3043154,-77.2872001,Sunday,November
2022-11-21,Arkansas,Forrest City,Martin Luther King Dr,,,,,,,2022,,Jerrick Holder,Teen 12-17,,35.0081474,-90.7898342,Monday,November
2022-11-21,Tennessee,Memphis,2737 Curtis St,,,,,,,2022,female,Takiyah Nelson,Teen 12-17,,35.1460249,-90.0517638,Monday,November
2022-11-21,New York,Rochester,Atkinson St and Reynolds St,,,,,,,2022,male,Juan Lopez,Teen 12-17,,43.157285,-77.615214,Monday,November
2022-11-22,Virginia,Chesapeake,1521 Sam's Circle,,,,,,,2022,male,Fernando Chavez-Barron,Teen 12-17,,36.7183708,-76.2466798,Tuesday,November
2022-11-22,Alabama,Pine Hill,3811 AL-5,,,,,,,2022,female,Chamya Saulsberry,Teen 12-17,,31.9795943,-87.5880561,Tuesday,November
2022-11-22,Texas,Greenville,2100 block of Henry St,,,,,,,2022,female,Bethany Ann England,Teen 12-17,,34.851354,-82.3984882,Tuesday,November
2022-11-22,Pennsylvania,Philadelphia,6200 block of Wistar St,,,,,,,2022,male,Shahaad Brown,Teen 12-17,,39.9527237,-75.1635262,Tuesday,November
2022-11-23,Illinois,Chicago,425 E 80th St,,,,,,,2022,male,Robert Davidson,Teen 12-17,,41.8755616,-87.6244212,Wednesday,November
2022-11-23,Indiana,Indianapolis,3400 block of N Leland Ave,,,,,,,2022,male,Sha'Kiey Moore,Teen 12-17,,39.7683331,-86.1583502,Wednesday,November
2022-11-23,Illinois,Chicago,1323 E 89th St,,,,,,,2022,male,,Teen 12-17,,41.8755616,-87.6244212,Wednesday,November
2022-11-24,Texas,Houston,11755 Southlake Dr,,,,,,,2022,male,,Teen 12-17,,29.7589382,-95.3676974,Thursday,November
2022-11-24,Georgia,Stone Mountain,300 block of S Stone Mountain Lithonia Rd,,,,,,,2022,male,Jeremiah Eubanks,Teen 12-17,,33.8062166,-84.1457505,Thursday,November
2022-11-24,Florida,Bradenton,1800 block of 28th Ave E,,,,,,,2022,male,,Teen 12-17,,27.4989278,-82.5748194,Thursday,November
2022-11-24,Georgia,Riverdale,8000 block of S Bay Ct,,,,,,,2022,female,,Teen 12-17,,41.6333678,-87.6331021,Thursday,November
2022-11-25,Mississippi,Jackson,334 Audubon Place,,,,,,,2022,male,Markell Noah,Teen 12-17,,32.3086744,-90.1983063,Friday,November
2022-11-25,Washington,Everett,Beverly Blvd and 75th St SE,,,,,,,2022,male,Gabriel Kartak,Teen 12-17,,47.9793437,-122.2127011,Friday,November
2022-11-25,Missouri,Saint Louis,4000 block of Labadie Ave,,,,,,,2022,male,Markwun Moore,Teen 12-17,,38.6280278,-90.1910154,Friday,November
2022-11-25,South Carolina,Enoree,Memory Ln,,,,,,,2022,male,Jeremiah Robinson,Teen 12-17,,34.6565154,-81.9650977,Friday,November
2022-11-26,Texas,Houston,Beverly St and E 11 1/2 St,,,,,,,2022,male,,Teen 12-17,,29.7589382,-95.3676974,Saturday,November
2022-11-26,Pennsylvania,Bensalem,1446 Gibson Rd,,,,,,,2022,female,M. C.,Teen 12-17,,40.1045549,-74.951279,Saturday,November
2022-11-26,District of Columbia,Washington,18th St SE and Morris Rd SE,,,,,,,2022,male,Jakhi Snider,Teen 12-17,,38.8950368,-77.0365427,Saturday,November
2022-11-26,Georgia,Atlanta,117 17th St NW,,,,,,,2022,male,Zyion Charles,Teen 12-17,,33.7489924,-84.3902644,Saturday,November
2022-11-26,Pennsylvania,Harrisburg,3rd St  and  Kelke St,,,,,,,2022,male,,Teen 12-17,,40.2663107,-76.8861122,Saturday,November
2022-11-26,Georgia,Atlanta,117 17th St NW,,,,,,,2022,male,Cameron Jackson,Teen 12-17,,33.7489924,-84.3902644,Saturday,November
2022-11-27,Georgia,Bainbridge,200 block of Sims St,,,,,,,2022,male,K'Darius Smart,Teen 12-17,,30.9038252,-84.5754768,Sunday,November
2022-11-27,Pennsylvania,Harrisburg,N 3rd St and Kelker St,,,,,,,2022,,,Teen 12-17,,40.2663107,-76.8861122,Sunday,November
2022-11-27,Missouri,Kansas City,2000 block of E 38th St,,,,,,,2022,male,Devohn Dudley-Reese,Teen 12-17,,39.100105,-94.5781416,Sunday,November
2022-11-27,Michigan,Detroit,16800 block of Mark Twain St,,,,,,,2022,male,,Teen 12-17,,42.3315509,-83.0466403,Sunday,November
2022-11-27,Georgia,Atlanta,2051 Flat Shoals Parkway,,,,,,,2022,male,Ian Hagerty,Teen 12-17,,33.7489924,-84.3902644,Sunday,November
2022-11-28,Mississippi,Crystal Springs,25066 US-51,,,,,,,2022,male,Bashar Ali Abublla Mohamed,Teen 12-17,,28.185916,-82.1490420695828,Monday,November
2022-11-28,Texas,Grand Prairie,2000 block of Aggie Dr,,,,,,,2022,male,Demarcus Harrell Jr,Teen 12-17,,32.7459645,-96.9977846,Monday,November
2022-11-28,Mississippi,Jackson,Clinton Blvd and Magnolia Rd,,,,,,,2022,male,Quintarius Hartdige,Teen 12-17,,32.3086744,-90.1983063,Monday,November
2022-11-28,Arkansas,Forrest City,516 Gore St,,,,,,,2022,,Kelsie Thompson,Teen 12-17,,35.0081474,-90.7898342,Monday,November
2022-11-29,Virginia,Richmond,1504 N Parham Rd,,,,,,,2022,male,"Durell “DJ” Brown, Jr.",Teen 12-17,,37.5385087,-77.43428,Tuesday,November
2022-11-29,Pennsylvania,Monessen,S 14th St,,,,,,,2022,male,Amari Altomore,Teen 12-17,,40.1484053,-79.8878254,Tuesday,November
2022-11-29,Illinois,Chicago,700 block of W 60th St,,,,,,,2022,male,Zumareyan Bledsoe,Teen 12-17,,41.8755616,-87.6244212,Tuesday,November
2022-11-29,Florida,Miami,100 block of Sierra Dr,,,,,,,2022,male,Mekhi Stevenson,Teen 12-17,,25.7741728,-80.19362,Tuesday,November
2022-11-29,Alaska,Anchorage,2200 block of Muldoon Rd,,,,,,,2022,female,,Teen 12-17,,61.2163129,-149.894852,Tuesday,November
2022-11-30,Texas,Midland,1902 N Midland Dr,,,,,,,2022,male,,Teen 12-17,,31.9973662,-102.077948,Wednesday,November
2022-11-30,New York,Bronx,2255 Morris Ave,,,,,,,2022,male,Prince Shabazz,Teen 12-17,,40.851039,-73.84025027765061,Wednesday,November
2022-11-30,North Carolina,Charlotte,2000 block of Lanza Dr,,,,,,,2022,male,Nahir Taylor,Teen 12-17,,35.2272086,-80.8430827,Wednesday,November
2022-11-30,Nebraska,Omaha,3519 N 37th St,,,,,,,2022,female,Synthia Elliott,Teen 12-17,,41.2587459,-95.9383758,Wednesday,November
2022-11-30,Virginia,Colonial Heights,1100 block of Shuford Ave,,,,,,,2022,male,,Teen 12-17,,37.2555718,-77.4112016,Wednesday,November
2022-12-03,Kentucky,Louisville,4500 E Pages Lane,,,,,,,2022,female,Adrianna Stanton,Teen 12-17,,38.2542376,-85.759407,Saturday,December
2022-12-03,Georgia,Morrow,1078 Citizens Pkwy,,,,,,,2022,female,Laila Harris,Teen 12-17,,40.4574358,-82.7771661,Saturday,December
2022-12-03,Florida,Jacksonville,Moncrief Rd and New Kings Rd,,,,,,,2022,male,Prince Holland,Teen 12-17,,30.3321838,-81.655651,Saturday,December
2022-12-03,Missouri,Saint Louis,5300 block of Northland Ave,,,,,,,2022,male,Jacob Ashford,Teen 12-17,,38.6280278,-90.1910154,Saturday,December
2022-12-03,Missouri,Saint Louis,400 block of N 10th St,,,,,,,2022,male,Lamarion Davis,Teen 12-17,,38.6280278,-90.1910154,Saturday,December
2022-12-03,New Jersey,Camden,1800 block of Mt Ephraim Ave,,,,,,,2022,male,Daimeon Allen,Teen 12-17,,39.9448402,-75.1198911,Saturday,December
2022-12-03,Kentucky,Hodgenville,116 E Forest Ave,,,,,,,2022,male,Landon Knox,Teen 12-17,,37.5737487,-85.740353,Saturday,December
2022-12-03,Wisconsin,Milwaukee,1650 S 13th St,,,,,,,2022,male,Chevaz Collins,Teen 12-17,,43.0349931,-87.922497,Saturday,December
2022-12-05,Wisconsin,Milwaukee,5600 block of N 95th St,,,,,,,2022,male,Terrence A. Hinton,Teen 12-17,,43.0349931,-87.922497,Monday,December
2022-12-05,North Carolina,Clayton,20 Pine Hall Dr,,,,,,,2022,male,Jayden Shamar Jones,Teen 12-17,,33.5204959,-84.3591713,Monday,December
2022-12-05,Kansas,Baldwin City,779 E 1550 Rd,,,,,,,2022,female,Hayden Koch,Teen 12-17,,38.775007,-95.1863603,Monday,December
2022-12-05,New York,Brooklyn,1900 block of Atlantic Ave,,,,,,,2022,female,Keyaira Rattray-Brothers,Teen 12-17,,40.6526006,-73.9497211,Monday,December
2022-12-06,California,Azusa,600 block of N Donna Beth Ave,,,,,,,2022,male,Alexander Padilla,Teen 12-17,,34.1338751,-117.9056046,Tuesday,December
2022-12-06,California,Moreno Valley,14600 block of Cageny Ct,,,,,,,2022,male,Gregory Shallowhorn Jr.,Teen 12-17,,33.937517,-117.2305944,Tuesday,December
2022-12-06,Kentucky,Louisville,River Park Dr and S 39th St,,,,,,,2022,male,Draven J. Daniel,Teen 12-17,,38.2542376,-85.759407,Tuesday,December
2022-12-06,Illinois,Chicago,5100 block of W Harrison St,,,,,,,2022,male,Kevin Davis,Teen 12-17,,41.8755616,-87.6244212,Tuesday,December
2022-12-06,Georgia,Macon,159 Steven Dr,,,,,,,2022,male,Marcelles Williams Jr,Teen 12-17,,32.8406946,-83.6324022,Tuesday,December
2022-12-07,Louisiana,New Orleans,3216 Gentilly Blvd,,,,,,,2022,female,Kalaila Miller,Teen 12-17,,29.9759983,-90.0782127,Wednesday,December
2022-12-07,California,Reedley,I St and Manning Ave,,,,,,,2022,male,,Teen 12-17,,36.5963395,-119.450402,Wednesday,December
2022-12-09,California,Oakland,2800 block of 68th Ave,,,,,,,2022,male,Gilmer Lopez Perez,Teen 12-17,,37.8044557,-122.271356,Friday,December
2022-12-09,Georgia,Hampton,11000 block of McDonough Ct,,,,,,,2022,male,Jordin Robinson,Teen 12-17,,37.0300969,-76.3452057,Friday,December
2022-12-09,Louisiana,Bogalusa,800 block of Warren St,,,,,,,2022,male,Ronie Taylor,Teen 12-17,,30.7910204,-89.8486858,Friday,December
2022-12-11,California,Escondido,Hickory St,,,,,,,2022,male,,Teen 12-17,,33.1216751,-117.0814849,Sunday,December
2022-12-11,Alabama,Huntsville,400 block of Julia St,,,,,,,2022,male,,Teen 12-17,,34.729847,-86.5859011,Sunday,December
2022-12-11,Texas,Humble,19800 block of Kenswick Dr,,,,,,,2022,,,Teen 12-17,,29.9988312,-95.2621553,Sunday,December
2022-12-12,Pennsylvania,Philadelphia,5300 block of Jackson St,,,,,,,2022,male,Yadniel Nieves,Teen 12-17,,39.9527237,-75.1635262,Monday,December
2022-12-12,Indiana,Muncie,1500 block of W Stirling Dr,,,,,,,2022,male,Kayden Lee,Teen 12-17,,40.1936892,-85.3865271,Monday,December
2022-12-13,Illinois,Aurora,1400 block of Exposition Ave,,,,,,,2022,male,Ignacio Rosario,Teen 12-17,,41.7571701,-88.3147539,Tuesday,December
2022-12-13,Ohio,Cincinnati,6200 block of Joyce Ln,,,,,,,2022,male,Nonaisha Jones,Teen 12-17,,39.1014537,-84.5124602,Tuesday,December
2022-12-13,Pennsylvania,Mckeesport,3400 Versailles Ave,,,,,,,2022,male,Chance Naylor,Teen 12-17,,40.3478472,-79.864215,Tuesday,December
2022-12-14,Ohio,Cleveland,1300 block of West Blvd,,,,,,,2022,male,Izaiah Cooper,Teen 12-17,,41.4996574,-81.6936772,Wednesday,December
2022-12-14,Illinois,Chicago,4800 block of N Ashland Ave,,,,,,,2022,male,Johnathan O'Neal,Teen 12-17,,41.8755616,-87.6244212,Wednesday,December
2022-12-14,Georgia,Macon,3867 Log Cabin Dr,,,,,,,2022,male,Nathaniel Alexander Elder,Teen 12-17,,32.8406946,-83.6324022,Wednesday,December
2022-12-14,Arizona,Phoenix,23rd Ave and Rose Garden Ln,,,,,,,2022,male,Gunther Saline,Teen 12-17,,33.4484367,-112.074141,Wednesday,December
2022-12-14,Louisiana,New Orleans,I-10 and St Bernard Ave,,,,,,,2022,male,Travis Campbell,Teen 12-17,,29.9759983,-90.0782127,Wednesday,December
2022-12-16,Illinois,Chicago,100 block of N Oakley Blvd,,,,,,,2022,female,,Teen 12-17,,41.8755616,-87.6244212,Friday,December
2022-12-16,Michigan,Kalamazoo,1000 block of Interfaith Blvd,,,,,,,2022,male,Jashawn Omar Jones,Teen 12-17,,42.291707,-85.5872286,Friday,December
2022-12-16,Texas,Houston,12349 Farm to Market 1960 Rd W,,,,,,,2022,male,Tyrone Fiamahn,Teen 12-17,,29.7589382,-95.3676974,Friday,December
2022-12-16,Illinois,Chicago,2150 S Laflin St,,,,,,,2022,male,Nathan Billegas,Teen 12-17,,41.8755616,-87.6244212,Friday,December
2022-12-16,Florida,Bushnell,Co Rd 557,,,,,,,2022,male,Jontae Haywood,Teen 12-17,,28.6644827,-82.1117399,Friday,December
2022-12-16,North Carolina,Wilson,600 block of Minchew St,,,,,,,2022,male,Jah'quez Tyquarion Montreal Fleming,Teen 12-17,,29.1589961,-98.1251465,Friday,December
2022-12-16,Illinois,Chicago,2150 S Laflin St,,,,,,,2022,male,Brandon Perez,Teen 12-17,,41.8755616,-87.6244212,Friday,December
2022-12-16,Florida,Lakeland,5500 block of Starling Loop,,,,,,,2022,male,,Teen 12-17,,28.0394654,-81.9498042,Friday,December
2022-12-17,California,Antioch,5000 Lone Tree Way,,,,,,,2022,male,"Thomas ""Paulie"" Smith Jr",Teen 12-17,,36.0600602,-86.6722192,Saturday,December
2022-12-17,Georgia,Atlanta,3000 Continental Colony Pkwy SW,,,,,,,2022,male,Malik Grover,Teen 12-17,,33.7489924,-84.3902644,Saturday,December
2022-12-17,Georgia,Atlanta,3000 Continental Colony Pkwy SW,,,,,,,2022,male,Justin Powell,Teen 12-17,,33.7489924,-84.3902644,Saturday,December
2022-12-17,North Carolina,Henderson,E Montgomery St and N College St,,,,,,,2022,female,Krystal K. Gray,Teen 12-17,,32.182598,-95.7893178,Saturday,December
2022-12-17,Tennessee,Memphis,E Raines Rd and Kirby Pkwy,,,,,,,2022,male,,Teen 12-17,,35.1460249,-90.0517638,Saturday,December
2022-12-17,Tennessee,Memphis,E Raines Rd and Kirby Pkwy,,,,,,,2022,female,Naterria Douglass,Teen 12-17,,35.1460249,-90.0517638,Saturday,December
2022-12-18,Arkansas,Little Rock,33 Falcon Ct,,,,,,,2022,male,Kenneth Perkins,Teen 12-17,,34.7465071,-92.2896267,Sunday,December
2022-12-18,Kentucky,Louisville,1200 Southwestern Pkwy,,,,,,,2022,male,Ja'Maury Johnson,Teen 12-17,,38.2542376,-85.759407,Sunday,December
2022-12-18,California,Corcoran,1900 block of Fern Dr,,,,,,,2022,male,,Teen 12-17,,36.098007,-119.5604015,Sunday,December
2022-12-19,Connecticut,New Haven,Valley St and Harper Ave,,,,,,,2022,male,Joshua Vazquez,Teen 12-17,,41.3082138,-72.9250518,Monday,December
2022-12-19,Arizona,Phoenix,88th Ave and Indian School Rd,,,,,,,2022,male,Jesse Sainz-Camacho,Teen 12-17,,33.4484367,-112.074141,Monday,December
2022-12-19,Missouri,Saint Louis (University City),7300 block of Delmar Blvd,,,,,,,2022,male,Shayne Rocquel Burrow,Teen 12-17,,38.635359,-90.23184326838911,Monday,December
2022-12-19,Texas,San Angelo,1300 block of Tres Rios Cir,,,,,,,2022,male,,Teen 12-17,,31.4649685,-100.4405094,Monday,December
2022-12-19,Michigan,Detroit,19100 block of Biltmore St,,,,,,,2022,male,Ryan Parker,Teen 12-17,,42.3315509,-83.0466403,Monday,December
2022-12-19,Michigan,Detroit,10300 block of Elmira St,,,,,,,2022,male,Zachary Willis,Teen 12-17,,42.3315509,-83.0466403,Monday,December
2022-12-20,Tennessee,Knoxville,440 block of Taylor Homes Rd,,,,,,,2022,male,Germany Hines Jr.,Teen 12-17,,35.9603948,-83.9210261,Tuesday,December
2022-12-21,Mississippi,Waynesboro,E Hill Dr and Patton Creek Pkwy,,,,,,,2022,female,Tiera Harris,Teen 12-17,,38.0686668,-78.8893999,Wednesday,December
2022-12-21,Florida,Loxahatchee,120th Ave and 75th Ln N,,,,,,,2022,male,Manny Castaneda,Teen 12-17,,26.973524,-80.131002,Wednesday,December
2022-12-21,Alabama,Birmingham,500 block of 16th Ave NW,,,,,,,2022,female,Audriana Pearson,Teen 12-17,,52.4796992,-1.9026911,Wednesday,December
2022-12-21,Virginia,Portsmouth,100 block of Sykes Ave,,,,,,,2022,male,Jesse Travis Hogg,Teen 12-17,,50.8036831,-1.075614,Wednesday,December
2022-12-21,Missouri,Saint Louis (Jennings),8300 block of Octavia Ave,,,,,,,2022,male,Demond Tucker,Teen 12-17,,38.719184,-90.2611199,Wednesday,December
2022-12-21,Virginia,Alexandria,5500 block of Ascot Ct,,,,,,,2022,male,,Teen 12-17,,38.8051095,-77.0470229,Wednesday,December
2022-12-22,Illinois,Peoria,3400 block of W Oakcrest Dr,,,,,,,2022,male,,Teen 12-17,,40.6938609,-89.5891008,Thursday,December
2022-12-23,Colorado,Denver,4699 N Kittredge St,,,,,,,2022,female,Tayanna Manuel,Teen 12-17,,39.7392364,-104.984862,Friday,December
2022-12-25,Virginia,Richmond,100 block of Engleside Ct,,,,,,,2022,male,,Teen 12-17,,37.5385087,-77.43428,Sunday,December
2022-12-25,Tennessee,Memphis,333 Adams Ave,,,,,,,2022,female,Nia Simone Ratcliff,Teen 12-17,,35.1460249,-90.0517638,Sunday,December
2022-12-25,Florida,Palm Bay,J A Bombardier Blvd and SW Kentucky Dr,,,,,,,2022,male,,Teen 12-17,,27.9946969,-80.6366144,Sunday,December
2022-12-25,Florida,Palm Bay,J A Bombardier Blvd and SW Kentucky Dr,,,,,,,2022,male,Jeremiah Brown,Teen 12-17,,27.9946969,-80.6366144,Sunday,December
2022-12-25,Illinois,East Saint Louis (Cahokia),Fall St and Williams St,,,,,,,2022,male,LaShawn Bell,Teen 12-17,,38.5358851,-90.1737222,Sunday,December
2022-12-25,Ohio,Columbus,700 block of Moon Rd,,,,,,,2022,male,Deaire Craighead,Teen 12-17,,39.9622601,-83.0007065,Sunday,December
2022-12-26,Iowa,Des Moines,400 E McKinley Ave,,,,,,,2022,male,Travontay Jenkins,Teen 12-17,,41.5910323,-93.6046655,Monday,December
2022-12-26,Texas,Lufkin,120 Kirksey Dr,,,,,,,2022,male,,Teen 12-17,,31.3386242,-94.7288558,Monday,December
2022-12-26,Tennessee,Memphis,5200 block of S 3rd St,,,,,,,2022,male,Tevaughn Deberry,Teen 12-17,,35.1460249,-90.0517638,Monday,December
2022-12-26,Alabama,Montgomery,4800 block of Park Towne Way,,,,,,,2022,male,Deanthony Vickers,Teen 12-17,,32.3669656,-86.3006485,Monday,December
2022-12-27,Colorado,Denver,1655 N Grove St,,,,,,,2022,male,Marques Hernandez,Teen 12-17,,39.7392364,-104.984862,Tuesday,December
2022-12-27,Missouri,Springfield,4300 block of W Helen St,,,,,,,2022,male,,Teen 12-17,,39.7990175,-89.6439575,Tuesday,December
2022-12-28,Florida,Deerfield Beach,445 SW 2nd St,,,,,,,2022,male,Rickey Ferguson,Teen 12-17,,26.318342,-80.0996306,Wednesday,December
2022-12-28,Texas,Houston,2118 River Village Dr,,,,,,,2022,male,,Teen 12-17,,29.7589382,-95.3676974,Wednesday,December
2022-12-29,Wisconsin,South Milwaukee,Bay Heights Rd and 5th Ave,,,,,,,2022,female,Ava Allen,Teen 12-17,,42.9105722,-87.8606367,Thursday,December
2022-12-29,Florida,Saint Petersburg,900 16th St S,,,,,,,2022,male,Zy'Kiquiro Lofton,Teen 12-17,,27.7703796,-82.6695085,Thursday,December
2022-12-29,Louisiana,Vivian,W Atlanta Ave and N Hickory St,,,,,,,2022,male,Corterion Collins,Teen 12-17,,37.41817,-81.4873265,Thursday,December
2022-12-29,California,Pittsburg,Suzanne Dr and Buchanan Rd,,,,,,,2022,male,,Teen 12-17,,40.4416941,-79.9900861,Thursday,December
2022-12-29,Missouri,Saint Louis,10600 block of Spring Garden Dr,,,,,,,2022,male,Jaylen Miles,Teen 12-17,,38.6280278,-90.1910154,Thursday,December
2022-12-30,Arkansas,Arkadelphia,8 Lark Pl,,,,,,,2022,male,Ayden Hendricks,Teen 12-17,,34.1209292,-93.053784,Friday,December
2022-12-30,New York,Brooklyn,2201 Caton Ave,,,,,,,2022,male,Darius Roache,Teen 12-17,,40.6526006,-73.9497211,Friday,December
2022-12-30,Ohio,Dayton,900 block of Danner Ave,,,,,,,2022,male,,Teen 12-17,,39.7589478,-84.1916069,Friday,December
2022-12-30,Ohio,Dayton,900 block of Wilberforce Place,,,,,,,2022,male,Earl Jackson III,Teen 12-17,,39.7589478,-84.1916069,Friday,December
2022-12-30,Virginia,Portsmouth,4200 block of Greenwood Dr,,,,,,,2022,male,,Teen 12-17,,50.8036831,-1.075614,Friday,December
2022-12-31,Alabama,Tuscaloosa,624 33rd St E,,,,,,,2022,male,,Teen 12-17,,33.2095614,-87.5675258,Saturday,December
2022-12-31,Oklahoma,Idabel,2500 block of SE Washington St,,,,,,,2022,,,Teen 12-17,,33.8956647,-94.8263281,Saturday,December
2022-12-31,Kentucky,Guthrie,Locust St,,,,,,,2022,male,Xavion Bell,Teen 12-17,,41.6721976,-94.4985983,Saturday,December
2022-12-31,Alabama,Piedmont,4000 block of Old Piedmont Gadsen Hwy,,,,,,,2022,male,,Teen 12-17,,45.060735,7.923549,Saturday,December
2022-12-31,Ohio,Columbus,1200 block of Atcheson St,,,,,,,2022,female,Unique Prater,Teen 12-17,,39.9622601,-83.0007065,Saturday,December
2022-12-31,Michigan,Detroit,5777 Southfield Fwy,,,,,,,2022,male,,Teen 12-17,,42.3315509,-83.0466403,Saturday,December
2023-01-01,Florida,Ocala,1600 block of SW 5th St,4.0,2.0,0.0,0.0,0.0,,2023,,,,6.0,29.1871986,-82.1400923,Sunday,January
2023-01-01,North Carolina,Durham,1000 N Miami Blvd,5.0,0.0,0.0,0.0,0.0,,2023,,,,5.0,35.996653,-78.9018053,Sunday,January
2023-01-01,Florida,Miami Gardens,NW 171st St and NW 30th Ave,9.0,0.0,0.0,0.0,0.0,,2023,,,,9.0,25.9420377,-80.2456045,Sunday,January
2023-01-01,Illinois,Chicago,300 block of E 57th St,3.0,1.0,0.0,0.0,0.0,,2023,,,,4.0,41.8755616,-87.6244212,Sunday,January
