Incident Date,State,City Or County,Address,# Victims Injured,# Victims Killed,# Subjects-Suspects Injured,# Subjects-Suspects Killed,# Subjects-Suspects Arrested,Operations,year,Participant Gender,Participant Name,Participant Age Group,# Casualties,Latitude,Longitude,Day Name,Month
2018-08-08,Tennessee,La Follette (LaFollette),2221 Jacksboro Pike,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,36.3828571,-84.1199251,Wednesday,August
2018-08-08,Texas,San Antonio,2300 block of W Salinas,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.4246002,-98.4951405,Wednesday,August
2018-08-10,Wisconsin,Milwaukee,5300 block of N 63rd St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0349931,-87.922497,Friday,August
2018-08-11,Ohio,Columbus,1280 Summit St,3.0,0.0,1.0,0.0,2.0,,2018,,,,4.0,39.9622601,-83.0007065,Saturday,August
2018-08-11,Florida,Jacksonville,7940 103rd St,0.0,1.0,0.0,0.0,5.0,,2018,,,,1.0,30.3321838,-81.655651,Saturday,August
2018-08-12,California,Clearlake,4786 Yarrington Ct,1.0,3.0,0.0,1.0,0.0,,2018,,,,5.0,38.9582307,-122.626372,Sunday,August
2018-08-12,Wisconsin,Milwaukee,1000 block of West Vliet Street,2.0,1.0,0.0,0.0,2.0,,2018,,,,3.0,43.0349931,-87.922497,Sunday,August
2018-08-12,South Carolina,Beaufort,2448 Boundary St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,50.2144406,3.9615305,Sunday,August
2018-08-13,Ohio,Toledo,200 block of Van Buren Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.8560679,-4.0239568,Monday,August
2018-08-13,Missouri,Kansas City,Lister Ave and E 16th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.100105,-94.5781416,Monday,August
2018-08-13,Michigan,Detroit,12000 block of Laing,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.3315509,-83.0466403,Monday,August
2018-08-14,Kansas,Wichita,2400 block of N Chautauqua St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,37.6922361,-97.3375448,Tuesday,August
2018-08-14,California,Helendale,15000 block of Tournament Drive,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.7438754,-117.324492,Tuesday,August
2018-08-15,Kentucky,Louisville,1708 S 32nd St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,38.2542376,-85.759407,Wednesday,August
2018-08-15,Kansas,Wichita,3800 block of E Ross Pkwy,1.0,0.0,0.0,0.0,2.0,,2018,,,,1.0,37.6922361,-97.3375448,Wednesday,August
2018-08-15,South Carolina,Greenwood,104 Mimosa Ct,5.0,0.0,0.0,0.0,0.0,,2018,,,,5.0,37.8709542,-96.2471338,Wednesday,August
2018-08-15,Georgia,Scottdale,338 Hatton Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,40.1003507,-79.5869835,Wednesday,August
2018-08-16,South Carolina,Ridgeland,1700 Fordville Rd,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,32.4284761,-90.1323087,Thursday,August
2018-08-16,New Hampshire,Manchester,39 Walnut St,1.0,0.0,0.0,0.0,2.0,,2018,,,,1.0,53.4794892,-2.2451148,Thursday,August
2018-08-17,Louisiana,West Monroe,Philpot Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.5184775,-92.1476353,Friday,August
2018-08-17,Virginia,Richmond,200 block of Engleside Cir,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.5385087,-77.43428,Friday,August
2018-08-17,Illinois,Chicago,1600 block of W 65th St,7.0,0.0,0.0,0.0,0.0,,2018,,,,7.0,41.8755616,-87.6244212,Friday,August
2018-08-17,South Carolina,Lexington,1201 W Main St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.0464066,-84.4970393,Friday,August
2018-08-19,North Carolina,Winston Salem (Winston-salem),1500 block of Gholson Ave,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,36.1000934,-80.2466882503339,Sunday,August
2018-08-19,Louisiana,Eunice,Boudreaux St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.4943669,-92.4176324,Sunday,August
2018-08-19,Iowa,Clive,11428 Forrest Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.6096559,-93.7754644,Sunday,August
2018-08-20,Oregon,Bend,20064 Mount Hope Ln,0.0,1.0,1.0,0.0,0.0,,2018,,,,2.0,44.0581728,-121.3153096,Monday,August
2018-08-20,District of Columbia,Washington,100 block of 56th St SE,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.8950368,-77.0365427,Monday,August
2018-08-21,West Virginia,Iaeger,,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.4645557,-81.813726,Tuesday,August
2018-08-24,Texas,San Angelo,Schroeder Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,31.4649685,-100.4405094,Friday,August
2018-08-24,Alabama,Madison,Tybee Dr,0.0,1.0,0.0,0.0,2.0,,2018,,,,1.0,43.074761,-89.3837613,Friday,August
2018-08-26,Illinois,Kankakee,900 block of E Chestnut St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,41.1253903,-87.848682,Sunday,August
2018-08-27,Georgia,Decatur,3100 block of Citrus Ct,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,39.8454163,-88.9524151,Monday,August
2018-08-27,Illinois,Chicago,6200 block of North Richmond St,0.0,2.0,0.0,1.0,0.0,,2018,,,,3.0,41.8755616,-87.6244212,Monday,August
2018-08-27,Georgia,Decatur,3379 Flat Shoals Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.8454163,-88.9524151,Monday,August
2018-08-28,Maryland,Halethorpe (Lansdowne),3100 block of Bero Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,39.24666965,-76.65310059150586,Tuesday,August
2018-08-28,Ohio,Cincinnati,Dantzler Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.1014537,-84.5124602,Tuesday,August
2018-08-28,Georgia,Oxford,65 Brown Thrasher Run,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,51.7520131,-1.2578499,Tuesday,August
2018-08-28,Ohio,Columbus,1800 block of S 5th St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.9622601,-83.0007065,Tuesday,August
2018-08-30,Tennessee,Memphis,2510 Peres Ave,1.0,0.0,0.0,0.0,2.0,,2018,,,,1.0,35.1460249,-90.0517638,Thursday,August
2018-08-30,California,Stockton,Valley Oak Drive,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.9577016,-121.2907796,Thursday,August
2018-08-31,Kentucky,Totz,63 Totz Loop,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,36.9448133,-83.1176693,Friday,August
2018-09-02,Illinois,Chicago,11700 block of S Perry Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,41.8755616,-87.6244212,Sunday,September
2018-09-02,Texas,San Antonio,600 block of Morningview St,4.0,0.0,0.0,0.0,0.0,,2018,,,,4.0,29.4246002,-98.4951405,Sunday,September
2018-09-04,Indiana,Gary,1700 block of Polk St,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,41.6020962,-87.3370647,Tuesday,September
2018-09-04,Kentucky,Smiths Grove,223 Buck Creek Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,37.0525453,-86.2077608,Tuesday,September
2018-09-05,Virginia,Herndon,1000 block of Safa Street,0.0,2.0,0.0,1.0,0.0,,2018,,,,3.0,39.909726,-100.785153,Wednesday,September
2018-09-05,Mississippi,Pearl,3127 Greenfield Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.2735792,-90.127881,Wednesday,September
2018-09-06,District of Columbia,Washington,2700 block of Langston Pl SE,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.8950368,-77.0365427,Thursday,September
2018-09-06,Oklahoma,Adair (county),,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,40.1769782,-92.6161167,Thursday,September
2018-09-07,West Virginia,Saint Albans,400 block of Birch St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,51.753051,-0.3379675,Friday,September
2018-09-08,Florida,Bradenton,2200 block of Manatee Ave E,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,27.4989278,-82.5748194,Saturday,September
2018-09-09,Michigan,Detroit,3000 block of S Annabelle St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,42.3315509,-83.0466403,Sunday,September
2018-09-10,Illinois,East Saint Louis,700 block of N 37th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.6133731,-90.14629,Monday,September
2018-09-12,Nevada,Las Vegas,1800 block of E Tropicana Ave,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,36.1672559,-115.148516,Wednesday,September
2018-09-13,California,Sacramento,7400 block of Della Cir,0.0,1.0,0.0,0.0,3.0,,2018,,,,1.0,38.5810606,-121.493895,Thursday,September
2018-09-13,Georgia,Savannah,500 block of W Gwinnett St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.0790074,-81.0921335,Thursday,September
2018-09-13,Michigan,Detroit,19000 block of Lyndon,1.0,1.0,0.0,1.0,2.0,,2018,,,,3.0,42.3315509,-83.0466403,Thursday,September
2018-09-13,North Carolina,Greensboro,3117 Henry St,1.0,1.0,0.0,0.0,3.0,,2018,,,,2.0,36.0726355,-79.7919754,Thursday,September
2018-09-14,Georgia,Atlanta,1187 2nd St NW,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,33.7489924,-84.3902644,Friday,September
2018-09-16,North Carolina,Durham,Martin St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,35.996653,-78.9018053,Sunday,September
2018-09-17,Louisiana,Livingston,18000 block of Murphy Estate Ln,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,40.8682487,-88.5631125,Monday,September
2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,1.0,3.0,0.0,1.0,0.0,,2018,,,,5.0,38.9997621,-77.02403709829767,Monday,September
2018-09-17,North Carolina,Charlotte,4600 block of Sharon Chase Dr,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,35.2272086,-80.8430827,Monday,September
2018-09-17,Alabama,Huntsville,1321 Woodmont Ave SE,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,34.729847,-86.5859011,Monday,September
2018-09-18,Louisiana,New Orleans (Algiers),1100 block of Sumner St,4.0,0.0,0.0,0.0,0.0,,2018,,,,4.0,29.9413467,-90.0375901,Tuesday,September
2018-09-19,Arizona,Phoenix,Thomas Road and 67th Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,33.4484367,-112.074141,Wednesday,September
2018-09-19,Illinois,Chicago,W Cermak Rd and S State St,4.0,0.0,0.0,0.0,0.0,,2018,,,,4.0,41.8755616,-87.6244212,Wednesday,September
2018-09-20,Arizona,Phoenix,6300 block of W Flower St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,33.4484367,-112.074141,Thursday,September
2018-09-20,New York,Syracuse,1317 Midland Ave,5.0,0.0,0.0,0.0,0.0,,2018,,,,5.0,43.0481221,-76.1474244,Thursday,September
2018-09-20,West Virginia,Gerrardstown,291 Tall Pine Ln,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,39.3703778,-78.0955563,Thursday,September
2018-09-20,Nevada,Henderson,1146 Paradise Garden Dr,0.0,3.0,0.0,1.0,0.0,,2018,,,,4.0,32.182598,-95.7893178,Thursday,September
2018-09-22,Arkansas,Little Rock,5207 Wycliffe Dr,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,34.7465071,-92.2896267,Saturday,September
2018-09-23,Kansas,Shawnee (Merriam),Farley Ct and W 52nd St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.99647935,-94.68862895117766,Sunday,September
2018-09-24,Ohio,Steubenville,1400 block of Ridge Ave,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,40.3697905,-80.6339638,Monday,September
2018-09-24,South Carolina,Warrenville,1100 block of Oxpens Rd,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,41.8179303,-88.174097,Monday,September
2018-09-25,Florida,Miami,NW 12th Ave and 66th St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,25.7741728,-80.19362,Tuesday,September
2018-09-25,Arkansas,Pine Bluff,W 28th Ave and S Catalpa St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,34.2157064,-92.0140402,Tuesday,September
2018-09-27,Texas,Rusk,FM 1209,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.051377,-94.7906553,Thursday,September
2018-09-27,South Carolina,Charleston (James Island),1800 block of Grimball Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.7276779,-79.9556455,Thursday,September
2018-09-28,Arizona,Phoenix,3806 W Greenway Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,33.4484367,-112.074141,Friday,September
2018-09-28,District of Columbia,Washington,1600 block of E St NE,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.8950368,-77.0365427,Friday,September
2018-09-30,Tennessee,Memphis,3673 S 3rd Street,2.0,1.0,0.0,0.0,0.0,,2018,,,,3.0,35.1460249,-90.0517638,Sunday,September
2018-09-30,South Carolina,Columbia,100 block of Beatty Downs Rd,0.0,2.0,0.0,0.0,3.0,,2018,,,,2.0,4.099917,-72.9088133,Sunday,September
2018-09-30,Indiana,Merrillville,2936 E 79th Ave,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,41.4828144,-87.3328139,Sunday,September
2018-09-30,Texas,Fort Worth,5100 block of Mountain Springs Tr,1.0,0.0,1.0,0.0,0.0,,2018,,,,2.0,32.753177,-97.3327459,Sunday,September
2018-09-30,Tennessee,Memphis,800 block of N Highland St,0.0,1.0,1.0,0.0,1.0,,2018,,,,2.0,35.1460249,-90.0517638,Sunday,September
2018-10-01,California,Stockton,N Sutter St and E Park St,2.0,1.0,0.0,0.0,1.0,,2018,,,,3.0,37.9577016,-121.2907796,Monday,October
2018-10-04,Minnesota,Minneapolis,1400 block of Newton Ave N,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,44.9772995,-93.2654692,Thursday,October
2018-10-04,Tennessee,Memphis,3647 Outland Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,35.1460249,-90.0517638,Thursday,October
2018-10-04,Georgia,Swainsboro,Lucky St,4.0,0.0,0.0,0.0,3.0,,2018,,,,4.0,32.5973857,-82.3337376,Thursday,October
2018-10-05,Ohio,Cincinnati (Mount Healthy),7840 Clovernook Avenue,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,39.24629755,-84.51356893902641,Friday,October
2018-10-06,Illinois,Chicago,2200 block of N Kilbourn Ave,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,41.8755616,-87.6244212,Saturday,October
2018-10-06,Georgia,Lavonia (Gumlog),Rue Fleur de lis,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,34.449722,-83.099593,Saturday,October
2018-10-07,Missouri,Kansas City (Raytown),5700 block of Elm Ave,2.0,1.0,0.0,0.0,1.0,,2018,,,,3.0,38.9555508,-94.4658557,Sunday,October
2018-10-07,Missouri,Saint Louis,1000 block of Garth Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.6280278,-90.1910154,Sunday,October
2018-10-07,Missouri,Saint Louis,8200 block of Newby,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,38.6280278,-90.1910154,Sunday,October
2018-10-08,Virginia,Henrico (Highland Springs),203 S Holly Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,37.5527518,-77.32503610889233,Monday,October
2018-10-09,Louisiana,Shreveport,4100 block of Barbara Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,32.4707862,-93.7559378,Tuesday,October
2018-10-09,Michigan,Flint,200 block of West Austin Ave,0.0,1.0,0.0,0.0,2.0,,2018,,,,1.0,43.0161693,-83.6900211,Tuesday,October
2018-10-09,Pennsylvania,Philadelphia,4800 block of N 8th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.9527237,-75.1635262,Tuesday,October
2018-10-09,Tennessee,Chattanooga,2100 block of Foust St,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,35.0457219,-85.3094883,Tuesday,October
2018-10-10,Kentucky,Louisville,1200 block of Liberty Ct,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,38.2542376,-85.759407,Wednesday,October
2018-10-10,Mississippi,Jackson,1300 block of Bailey Ave,3.0,0.0,0.0,0.0,0.0,,2018,,,,3.0,32.3086744,-90.1983063,Wednesday,October
2018-10-11,Missouri,Saint Louis,5500 block of Alcott Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,38.6280278,-90.1910154,Thursday,October
2018-10-12,California,Los Angeles,6303 S Figueroa St,1.0,0.0,0.0,0.0,2.0,,2018,,,,1.0,34.0536909,-118.242766,Friday,October
2018-10-13,North Carolina,Winston Salem (Winston-salem),US 52,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.1000934,-80.2466882503339,Saturday,October
2018-10-14,Texas,Fort Worth,5310 E Rosedale St,4.0,0.0,0.0,0.0,0.0,,2018,,,,4.0,32.753177,-97.3327459,Sunday,October
2018-10-14,Oklahoma,Tulsa,E Seminole Pl and N Greenwood Ave,0.0,3.0,0.0,0.0,2.0,,2018,,,,3.0,36.1563122,-95.9927516,Sunday,October
2018-10-14,Washington,Carbonado,NF 310 and NF 7820,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,47.081293,-122.05022714564826,Sunday,October
2018-10-15,Illinois,East Saint Louis (Cahokia),1100 block of George St,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,38.5358851,-90.1737222,Monday,October
2018-10-15,Indiana,Marion,4200 block of Creston Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,32.7931661,-94.344488,Monday,October
2018-10-16,Pennsylvania,New Castle,319 W North St,0.0,3.0,0.0,0.0,2.0,,2018,,,,3.0,40.9999202,-80.3471856,Tuesday,October
2018-10-17,Kansas,Wichita,1200 block of N Topeka St,1.0,0.0,0.0,0.0,3.0,,2018,,,,1.0,37.6922361,-97.3375448,Wednesday,October
2018-10-17,Virginia,Richmond,1700 block of 29th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.5385087,-77.43428,Wednesday,October
2018-10-18,South Carolina,Charleston,1100 Crull Dr,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,32.7884363,-79.9399309,Thursday,October
2018-10-21,Colorado,Colorado Springs,1500 block of Hartford St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,38.8339578,-104.825348,Sunday,October
2018-10-21,Florida,Tampa,4302 Mariners Cove Ct,0.0,2.0,0.0,0.0,1.0,,2018,,,,2.0,27.9477595,-82.458444,Sunday,October
2018-10-21,California,Pomona,1100 block of Cornelia Street,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.0553813,-117.7517496,Sunday,October
2018-10-21,Tennessee,Saint Joseph,3825 US-43,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,49.5344534,-1.529802,Sunday,October
2018-10-23,Missouri,Kansas City,9550 Blue Ridge Blvd,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.100105,-94.5781416,Tuesday,October
2018-10-23,New York,Bronx,1402 Webster Ave,1.0,1.0,0.0,0.0,1.0,,2018,,,,2.0,40.851039,-73.84025027765061,Tuesday,October
2018-10-25,Indiana,Logansport,1531 Treen St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,40.7545006,-86.3567356,Thursday,October
2018-10-25,South Carolina,Walterboro,11592 Jefferies Hwy,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.9021377,-80.6672631,Thursday,October
2018-10-25,Nevada,Las Vegas,2600 block of Spider Cactus Ct,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.1672559,-115.148516,Thursday,October
2018-10-26,Florida,Boynton Beach,1900 NE 1st Way,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,26.5256179,-80.0666026,Friday,October
2018-10-26,Texas,Brazoria,1000 block of County Rd 678,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,29.18161,-95.4993375,Friday,October
2018-10-27,Indiana,Evansville,1353 Savannah Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.9747645,-87.5558483,Saturday,October
2018-10-28,North Carolina,Maxton,1200 block of Modest Rd,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,34.7351615,-79.3489317,Sunday,October
2018-10-28,Florida,Port Saint Lucie,1000 SE Bywood Dr,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,27.2939333,-80.3503283,Sunday,October
2018-10-28,New Jersey,Jersey City,166 Myrtle Ave,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,40.7215682,-74.047455,Sunday,October
2018-10-29,Tennessee,Whitleyville,274 N Fork Rd,2.0,1.0,0.0,0.0,1.0,,2018,,,,3.0,36.4453369,-85.6719207,Monday,October
2018-10-29,Alabama,Montgomery,3750 S Court St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.3669656,-86.3006485,Monday,October
2018-10-29,California,Oakland,10900 block of Robledo Drive,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,37.8044557,-122.271356,Monday,October
2018-10-31,Pennsylvania,Philadelphia,5700 block of Hope St,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,39.9527237,-75.1635262,Wednesday,October
2018-11-01,Nevada,North Las Vegas,6700 block of Courtney Michelle St,0.0,1.0,0.0,1.0,3.0,,2018,,,,2.0,36.2005843,-115.121584,Thursday,November
2018-11-02,Louisiana,Baton Rouge,1700 block of Madison Ave,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,30.4494155,-91.1869659,Friday,November
2018-11-03,Arizona,Litchfield Park,N Litchfield Rd and W Indian School Rd,0.0,1.0,0.0,1.0,0.0,,2018,,,,2.0,33.4933796,-112.358124,Saturday,November
2018-11-04,Oregon,Baker City,Birch St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,44.7748748,-117.834384,Sunday,November
2018-11-04,Alabama,Prattville,100 block of Laurel Hill Drive,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.4640245,-86.4596966,Sunday,November
2018-11-05,Georgia,Hephzibah,1600 Block of Keron Way,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,33.3140311,-82.0967857,Monday,November
2018-11-06,Missouri,Clinton,500 block of South 11 St. Terrace,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,38.5896187,-89.420064,Tuesday,November
2018-11-06,Kansas,Kansas City,1610 N 85th St,1.0,0.0,0.0,1.0,0.0,,2018,,,,2.0,39.100105,-94.5781416,Tuesday,November
2018-11-07,Ohio,Youngstown,Pasadena Ave and Gibson St,0.0,3.0,0.0,0.0,2.0,,2018,,,,3.0,41.1035786,-80.6520161,Wednesday,November
2018-11-07,Ohio,Dayton (Trotwood),Salem Ave and Olive Rd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.76382345,-84.3463188441966,Wednesday,November
2018-11-08,Arkansas,Camden,1516 Copeland St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,39.9448402,-75.1198911,Thursday,November
2018-11-08,Wisconsin,Milwaukee,22nd St and Locust St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,43.0349931,-87.922497,Thursday,November
2018-11-10,Nevada,North Las Vegas,917 Emerald Stone Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.2005843,-115.121584,Saturday,November
2018-11-10,Kentucky,Whitley City,Day Ridge Road,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,36.724481,-84.47343389023162,Saturday,November
2018-11-11,Arkansas,North Little Rock,4600 block of School St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,34.769536,-92.2670941,Sunday,November
2018-11-12,Louisiana,Slidell,Parkline Blvd,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,30.2751945,-89.7811745,Monday,November
2018-11-12,Texas,Houston,5524 Airline Dr,1.0,0.0,1.0,0.0,1.0,,2018,,,,2.0,29.7589382,-95.3676974,Monday,November
2018-11-13,Kansas,Kansas City,13th St and Central Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.100105,-94.5781416,Tuesday,November
2018-11-13,Kentucky,Blaine,KY 201 and CR 1274,2.0,0.0,0.0,0.0,0.0,,2018,,,,2.0,41.9195837,-99.979237,Tuesday,November
2018-11-14,Alabama,Collegeville,31st St N,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,40.1856597,-75.451571,Wednesday,November
2018-11-15,Minnesota,Blackduck,,1.0,0.0,0.0,0.0,1.0,,2018,,,,1.0,47.7333383,-94.548233,Thursday,November
2018-11-15,Georgia,Jonesboro,300 block of Blackhawk Tr,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,35.8272257,-90.6949871,Thursday,November
2018-11-16,New York,Troy,Middleburgh St and 9th St,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.95737395,26.238017461011644,Friday,November
2018-11-16,South Carolina,Greenwood,126 Perch St,0.0,2.0,0.0,1.0,0.0,,2018,,,,3.0,37.8709542,-96.2471338,Friday,November
2018-11-17,Arkansas,Lamar,Cabin Creek Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,33.6383552,-95.582343,Saturday,November
2018-11-17,Nevada,North Las Vegas,3600 block of Hamlin Pl,2.0,0.0,0.0,0.0,3.0,,2018,,,,2.0,36.2005843,-115.121584,Saturday,November
2018-11-18,California,Los Angeles (Watts),95th St and Defiance Ave,3.0,1.0,1.0,0.0,0.0,,2018,,,,5.0,33.9405897,-118.2428984,Sunday,November
2018-11-18,Texas,Dallas,9600 block of Beckleycrest Ave,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.7762719,-96.7968559,Sunday,November
2018-11-18,California,Modesto,1900 block of Chelsea Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,37.6390972,-120.9968782,Sunday,November
2018-11-19,Maryland,Baltimore,1000 block of McKean Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,39.2908816,-76.610759,Monday,November
2018-11-20,Tennessee,Memphis,2940 Hickory Hill Rd,0.0,1.0,0.0,0.0,1.0,,2018,,,,1.0,35.1460249,-90.0517638,Tuesday,November
2018-11-21,Ohio,Hamilton,100 block of Lulu Ave,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,43.2560802,-79.8728583,Wednesday,November
2018-11-21,Michigan,Grand Rapids,100 block of Quigley Blvd SW,2.0,0.0,0.0,0.0,1.0,,2018,,,,2.0,42.9632405,-85.6678639,Wednesday,November
2018-11-22,Georgia,Savannah,900 block of E 35th St,0.0,1.0,0.0,0.0,0.0,,2018,,,,1.0,32.0790074,-81.0921335,Thursday,November
2018-11-22,Connecticut,Hartford,97 Van Block Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.764582,-72.6908547,Thursday,November
2018-11-22,Ohio,Toledo,I-75 and Collingwood Blvd,0.0,1.0,0.0,0.0,2.0,,2018,,,,1.0,39.8560679,-4.0239568,Thursday,November
2018-11-22,Ohio,Cleveland,E 154th Pl and Holmes Ave,1.0,0.0,0.0,0.0,0.0,,2018,,,,1.0,41.4996574,-81.6936772,Thursday,November
